"distrito","species","reino","nombre_cientifico","clase","orden","familia","genero","n_registros","fuentes","plataformas","primer_anio","ultimo_anio","n_distritos_total","es_exclusiva","iucn_match_name","iucn_categoria_raw","iucn_id","iucn_categoria","es_amenazada_iucn"
"Cachimayo","Notiochelidon murina","Fauna","Orochelidon murina (Cassin, 1853)","Aves","Passeriformes","Hirundinidae","Notiochelidon",8,"GBIF","eBird",2017,2023,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Aglaeactis cupripennis","Fauna","Aglaeactis cupripennis (Bourcier, 1843)","Aves","Apodiformes","Trochilidae","Aglaeactis",7,"GBIF","eBird",2017,2024,8,FALSE,"Aglaeactis cupripennis","Least Concern","22687788","Preocupación Menor (LC)",FALSE
"Cachimayo","Geospizopsis plebejus","Fauna","Geospizopsis plebejus (Tschudi, 1844)","Aves","Passeriformes","Thraupidae","Geospizopsis",7,"GBIF","eBird",2021,2024,8,FALSE,"Geospizopsis plebejus","Least Concern","22723100","Preocupación Menor (LC)",FALSE
"Cachimayo","Anairetes flavirostris","Fauna","Anairetes flavirostris P.L.Sclater & Salvin, 1876","Aves","Passeriformes","Tyrannidae","Anairetes",6,"GBIF","eBird",2023,2024,8,FALSE,"Anairetes flavirostris","Least Concern","22699397","Preocupación Menor (LC)",FALSE
"Cachimayo","Cinclodes fuscus","Fauna","Cinclodes albiventris (Philippi & Landbeck, 1861)","Aves","Passeriformes","Furnariidae","Cinclodes",6,"GBIF","eBird",2023,2024,8,FALSE,"Cinclodes fuscus","---","22736220_1","No Evaluada (NE)",FALSE
"Cachimayo","Colibri coruscans","Fauna","Colibri coruscans (Gould, 1846)","Aves","Apodiformes","Trochilidae","Colibri",6,"GBIF","eBird",2019,2023,9,FALSE,"Colibri coruscans","Least Concern","22687114","Preocupación Menor (LC)",FALSE
"Cachimayo","Xenodacnis parina","Fauna","Xenodacnis parina Cabanis, 1873","Aves","Passeriformes","Thraupidae","Xenodacnis",5,"GBIF","eBird",2024,2024,8,FALSE,"Xenodacnis parina","Least Concern","103839796","Preocupación Menor (LC)",FALSE
"Cachimayo","Cathartes aura","Fauna","Cathartes aura (Linnaeus, 1758)","Aves","Accipitriformes","Cathartidae","Cathartes",4,"GBIF","eBird",2009,2024,7,FALSE,"Cathartes aura","Least Concern","22697627","Preocupación Menor (LC)",FALSE
"Cachimayo","Conirostrum cinereum","Fauna","Conirostrum cinereum d'Orbigny & Lafresnaye, 1838","Aves","Passeriformes","Thraupidae","Conirostrum",4,"GBIF","eBird",2021,2024,7,FALSE,"Conirostrum cinereum","Least Concern","22722096","Preocupación Menor (LC)",FALSE
"Cachimayo","Metallura tyrianthina","Fauna","Metallura tyrianthina (Loddiges, 1832)","Aves","Apodiformes","Trochilidae","Metallura",4,"GBIF","eBird",2017,2020,8,FALSE,"Metallura tyrianthina","Least Concern","22688015","Preocupación Menor (LC)",FALSE
"Cachimayo","Muscisaxicola rufivertex","Fauna","Muscisaxicola rufivertex Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Tyrannidae","Muscisaxicola",4,"GBIF","eBird",2023,2023,8,FALSE,"Muscisaxicola rufivertex","Least Concern","103683296","Preocupación Menor (LC)",FALSE
"Cachimayo","Rauenia bonariensis","Fauna","Rauenia bonariensis (J.F.Gmelin, 1789)","Aves","Passeriformes","Thraupidae","Rauenia",4,"GBIF / iNaturalist","eBird / iNaturalist",2017,2025,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Vanellus resplendens","Fauna","Vanellus resplendens (Tschudi, 1843)","Aves","Charadriiformes","Charadriidae","Vanellus",4,"GBIF","eBird",2009,2024,8,FALSE,"Vanellus resplendens","Least Concern","22694078","Preocupación Menor (LC)",FALSE
"Cachimayo","Lesbia nuna","Fauna","Lesbia nuna (R.Lesson, 1832)","Aves","Apodiformes","Trochilidae","Lesbia",3,"GBIF","eBird",2020,2024,8,FALSE,"Lesbia nuna","Least Concern","22687974","Preocupación Menor (LC)",FALSE
"Cachimayo","Rupornis magnirostris","Fauna","Rupornis magnirostris (Gmelin, 1788)","Aves","Accipitriformes","Accipitridae","Rupornis",3,"GBIF","eBird",2024,2024,3,FALSE,"Rupornis magnirostris","Least Concern","22695880","Preocupación Menor (LC)",FALSE
"Cachimayo","Zenaida auriculata","Fauna","Zenaida auriculata (Des Murs, 1847)","Aves","Columbiformes","Columbidae","Zenaida",3,"GBIF","eBird",2023,2023,8,FALSE,"Zenaida auriculata","Least Concern","22690747","Preocupación Menor (LC)",FALSE
"Cachimayo","Anas flavirostris","Fauna","Anas flavirostris Vieillot, 1816","Aves","Anseriformes","Anatidae","Anas",2,"GBIF","eBird",2009,2021,9,FALSE,"Anas flavirostris","---","22735557_1","No Evaluada (NE)",FALSE
"Cachimayo","Gallinula chloropus","Fauna","Gallinula galeata (Lichtenstein & Mhc, 1818)","Aves","Gruiformes","Rallidae","Gallinula",2,"GBIF","eBird",2009,2021,8,FALSE,"Gallinula chloropus","Least Concern","62120190","Preocupación Menor (LC)",FALSE
"Cachimayo","Muscisaxicola maculirostris","Fauna","Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Tyrannidae","Muscisaxicola",2,"GBIF","eBird",2024,2024,6,FALSE,"Muscisaxicola maculirostris","Least Concern","22700132","Preocupación Menor (LC)",FALSE
"Cachimayo","Oreonympha nobilis","Fauna","Oreonympha nobilis nobilis Gould, 1869","Aves","Apodiformes","Trochilidae","Oreonympha",2,"GBIF","eBird / Otros conjuntos mediados por GBIF",1983,2021,6,FALSE,"Oreonympha nobilis","Least Concern","22727923","Preocupación Menor (LC)",FALSE
"Cachimayo","Solanum raphanifolium","Flora","Solanum raphanifolium Cárdenas & Hawkes","Magnoliopsida","Solanales","Solanaceae","Solanum",2,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,5,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Ampelion rubrocristatus","Fauna","Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Cotingidae","Ampelion",1,"GBIF","eBird",2022,2022,8,FALSE,"Ampelion rubrocristatus","Least Concern","22700753","Preocupación Menor (LC)",FALSE
"Cachimayo","Anairetes parulus","Fauna","Anairetes parulus (Kittlitz, 1830)","Aves","Passeriformes","Tyrannidae","Anairetes",1,"GBIF","eBird",2024,2024,7,FALSE,"Anairetes parulus","Least Concern","22699406","Preocupación Menor (LC)",FALSE
"Cachimayo","Anas georgica","Fauna","Anas georgica J.F.Gmelin, 1789","Aves","Anseriformes","Anatidae","Anas",1,"GBIF","eBird",2021,2021,8,FALSE,"Anas georgica","Least Concern","22680310","Preocupación Menor (LC)",FALSE
"Cachimayo","Ardea alba","Fauna","Ardea alba Linnaeus, 1758","Aves","Pelecaniformes","Ardeidae","Ardea",1,"GBIF","eBird",2022,2022,7,FALSE,"Ardea alba","Least Concern","22697043","Preocupación Menor (LC)",FALSE
"Cachimayo","Ardea cocoi","Fauna","Ardea cocoi Linnaeus, 1766","Aves","Pelecaniformes","Ardeidae","Ardea",1,"GBIF","eBird",2015,2015,4,FALSE,"Ardea cocoi","Least Concern","22697001","Preocupación Menor (LC)",FALSE
"Cachimayo","Asthenes wyatti","Fauna","Asthenes wyatti (P.L.Sclater & Salvin, 1871)","Aves","Passeriformes","Furnariidae","Asthenes",1,"GBIF","eBird",2021,2021,5,FALSE,"Asthenes wyatti","Least Concern","103673405","Preocupación Menor (LC)",FALSE
"Cachimayo","Athene cunicularia","Fauna","Athene cunicularia (Molina, 1782)","Aves","Strigiformes","Strigidae","Athene",1,"GBIF","eBird",2021,2021,5,FALSE,"Athene cunicularia","Least Concern","22689353","Preocupación Menor (LC)",FALSE
"Cachimayo","Baccharis latifolia","Flora","Baccharis latifolia","Magnoliopsida","Asterales","Asteraceae","Baccharis",1,"iNaturalist","iNaturalist",2025,2025,5,FALSE,"Baccharis latifolia","Least Concern","42532611","Preocupación Menor (LC)",FALSE
"Cachimayo","Bubo magellanicus","Fauna","Bubo magellanicus (R.Lesson, 1828)","Aves","Strigiformes","Strigidae","Bubo",1,"GBIF","eBird",2023,2023,6,FALSE,"Bubo magellanicus","Least Concern","61752097","Preocupación Menor (LC)",FALSE
"Cachimayo","Bubulcus ibis","Fauna","Ardea ibis Linnaeus, 1758","Aves","Pelecaniformes","Ardeidae","Bubulcus",1,"GBIF","eBird",2015,2015,8,FALSE,"Bubulcus ibis","Least Concern","22697109","Preocupación Menor (LC)",FALSE
"Cachimayo","Callianthe picta","Flora","Callianthe picta","Magnoliopsida","Malvales","Malvaceae","Callianthe",1,"iNaturalist","iNaturalist",2025,2025,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Canis lupus","Fauna","Canis familiaris","Mammalia","Carnivora","Canidae","Canis",1,"iNaturalist","iNaturalist",2025,2025,3,FALSE,"Canis lupus","Least Concern","3746","Preocupación Menor (LC)",FALSE
"Cachimayo","Chloephaga melanoptera","Fauna","Oressochen melanopterus","Aves","Anseriformes","Anatidae","Chloephaga",1,"iNaturalist","iNaturalist",2025,2025,7,FALSE,"Chloephaga melanoptera","Least Concern","22679972","Preocupación Menor (LC)",FALSE
"Cachimayo","Cinclodes atacamensis","Fauna","Cinclodes atacamensis (Philippi, 1857)","Aves","Passeriformes","Furnariidae","Cinclodes",1,"GBIF","eBird",2023,2023,8,FALSE,"Cinclodes atacamensis","Least Concern","22702114","Preocupación Menor (LC)",FALSE
"Cachimayo","Cirsium vulgare","Flora","Cirsium vulgare","Magnoliopsida","Asterales","Asteraceae","Cirsium",1,"iNaturalist","iNaturalist",2026,2026,4,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Eucalyptus globulus","Flora","Eucalyptus globulus","Magnoliopsida","Myrtales","Myrtaceae","Eucalyptus",1,"iNaturalist","iNaturalist",2026,2026,1,TRUE,"Eucalyptus globulus","Least Concern","61912929","Preocupación Menor (LC)",FALSE
"Cachimayo","Falco femoralis","Fauna","Falco femoralis Temminck, 1822","Aves","Falconiformes","Falconidae","Falco",1,"GBIF","eBird",2021,2021,8,FALSE,"Falco femoralis","Least Concern","22696450","Preocupación Menor (LC)",FALSE
"Cachimayo","Fulica ardesiaca","Fauna","Fulica ardesiaca Tschudi, 1843","Aves","Gruiformes","Rallidae","Fulica",1,"GBIF","eBird",2015,2015,8,FALSE,"Fulica ardesiaca","Least Concern","22692932","Preocupación Menor (LC)",FALSE
"Cachimayo","Gastrotheca marsupiata","Fauna","Gastrotheca marsupiata","Amphibia","Anura","Hemiphractidae","Gastrotheca",1,"iNaturalist","iNaturalist",2020,2020,3,FALSE,"Gastrotheca marsupiata","Least Concern","55344","Preocupación Menor (LC)",FALSE
"Cachimayo","Geranoaetus melanoleucus","Fauna","Geranoaetus melanoleucus (Vieillot, 1819)","Aves","Accipitriformes","Accipitridae","Geranoaetus",1,"GBIF","eBird",2018,2018,8,FALSE,"Geranoaetus melanoleucus","Least Concern","22695845","Preocupación Menor (LC)",FALSE
"Cachimayo","Lesbia victoriae","Fauna","Lesbia victoriae (Bourcier & Mulsant, 1846)","Aves","Apodiformes","Trochilidae","Lesbia",1,"GBIF","eBird",2023,2023,8,FALSE,"Lesbia victoriae","Least Concern","22687971","Preocupación Menor (LC)",FALSE
"Cachimayo","Nothoprocta ornata","Fauna","Nothoprocta ornata (G.R.Gray, 1867)","Aves","Tinamiformes","Tinamidae","Nothoprocta",1,"GBIF","eBird",2023,2023,7,FALSE,"Nothoprocta ornata","Least Concern","22678254","Preocupación Menor (LC)",FALSE
"Cachimayo","Phalacrocorax brasilianus","Fauna","Nannopterum brasilianum (J.F.Gmelin, 1789)","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",1,"GBIF","eBird",2021,2021,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Phylloscirpus acaulis","Flora","Phylloscirpus acaulis","Liliopsida","Poales","Cyperaceae","Phylloscirpus",1,"iNaturalist","iNaturalist",2022,2022,1,TRUE,"Phylloscirpus acaulis","Least Concern","131347569","Preocupación Menor (LC)",FALSE
"Cachimayo","Plantago rigida","Flora","Plantago rigida","Magnoliopsida","Lamiales","Plantaginaceae","Plantago",1,"iNaturalist","iNaturalist",2017,2017,2,FALSE,"Plantago rigida","Least Concern","133319030","Preocupación Menor (LC)",FALSE
"Cachimayo","Poospizopsis caesar","Fauna","Poospizopsis caesar (P.L.Sclater & Salvin, 1869)","Aves","Passeriformes","Thraupidae","Poospizopsis",1,"GBIF","eBird",2024,2024,9,FALSE,"Poospizopsis caesar","Least Concern","22723282","Preocupación Menor (LC)",FALSE
"Cachimayo","Ribes hirtum","Flora","Ribes hirtum Humb. & Bonpl. ex Roem. & Schult.","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes",1,"GBIF","Otros conjuntos mediados por GBIF",1980,1980,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Solanum tuberosum","Flora","Solanum tuberosum","Magnoliopsida","Solanales","Solanaceae","Solanum",1,"iNaturalist","iNaturalist",2021,2021,4,FALSE,"Solanum etuberosum","Least Concern","101526038","Preocupación Menor (LC)",FALSE
"Cachimayo","Systellura longirostris","Fauna","Systellura longirostris (Bonaparte, 1825)","Aves","Caprimulgiformes","Caprimulgidae","Systellura",1,"GBIF","eBird",2023,2023,6,FALSE,"Systellura longirostris","Least Concern","22725678","Preocupación Menor (LC)",FALSE
"Cachimayo","Taraxacum officinale","Flora","Taraxacum officinale","Magnoliopsida","Asterales","Asteraceae","Taraxacum",1,"iNaturalist","iNaturalist",2023,2023,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Cachimayo","Tringa flavipes","Fauna","Tringa flavipes (J.F.Gmelin, 1789)","Aves","Charadriiformes","Scolopacidae","Tringa",1,"GBIF","eBird",2021,2021,6,FALSE,"Tringa flavipes","Vulnerable","22693235","Vulnerable (VU)",TRUE
"Cachimayo","Tyrannus melancholicus","Fauna","Tyrannus melancholicus","Aves","Passeriformes","Tyrannidae","Tyrannus",1,"iNaturalist","iNaturalist",2025,2025,4,FALSE,"Tyrannus melancholicus","Least Concern","22700485","Preocupación Menor (LC)",FALSE
"Cachimayo","Ullucus tuberosus","Flora","Ullucus tuberosus Caldas","Magnoliopsida","Caryophyllales","Basellaceae","Ullucus",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Phaseolus vulgaris","Flora","Phaseolus vulgaris L.","Magnoliopsida","Fabales","Fabaceae","Phaseolus",48,"GBIF","Otros conjuntos mediados por GBIF",1988,1988,3,FALSE,"Phaseolus vulgaris","Least Concern","71777161","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Solanum candolleanum","Flora","Solanum candolleanum Berthault","Magnoliopsida","Solanales","Solanaceae","Solanum",32,"GBIF","Otros conjuntos mediados por GBIF",1946,1980,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Solanum brevicaule","Flora","Solanum coelestispetalum Vargas","Magnoliopsida","Solanales","Solanaceae","Solanum",12,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,8,FALSE,"Solanum brevicaule","Least Concern","71779365","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Gastrotheca marsupiata","Fauna","Gastrotheca marsupiata (Duméril & Bibron, 1841)","Amphibia","Anura","Hemiphractidae","Gastrotheca",8,"GBIF","Otros conjuntos mediados por GBIF",1969,1969,3,FALSE,"Gastrotheca marsupiata","Least Concern","55344","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Solanum raphanifolium","Flora","Solanum raphanifolium Cárdenas & Hawkes","Magnoliopsida","Solanales","Solanaceae","Solanum",8,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,5,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Geranoaetus melanoleucus","Fauna","Geranoaetus melanoleucus (Vieillot, 1819)","Aves","Accipitriformes","Accipitridae","Geranoaetus",7,"GBIF","eBird",2016,2023,8,FALSE,"Geranoaetus melanoleucus","Least Concern","22695845","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Aeronautes andecolus","Fauna","Aeronautes andecolus (d'Orbigny & Lafresnaye, 1837)","Aves","Apodiformes","Apodidae","Aeronautes",6,"GBIF","eBird",2016,2024,7,FALSE,"Aeronautes andecolus","Least Concern","22686739","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Aratinga mitrata","Fauna","Psittacara mitratus (Tschudi, 1844)","Aves","Psittaciformes","Psittacidae","Aratinga",5,"GBIF","eBird",2017,2021,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Cacicus chrysonotus","Fauna","Cacicus chrysonotus (Lafresnaye & Orbigny, 1838)","Aves","Passeriformes","Icteridae","Cacicus",5,"GBIF","eBird",2017,2024,3,FALSE,"Cacicus chrysonotus","Least Concern","22731284","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Leptotila verreauxi","Fauna","Leptotila verreauxi Bonaparte, 1855","Aves","Columbiformes","Columbidae","Leptotila",5,"GBIF","eBird",2017,2024,5,FALSE,"Leptotila verreauxi","Least Concern","22690854","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Pheucticus aureoventris","Fauna","Pheucticus aureoventris (d'Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Cardinalidae","Pheucticus",5,"GBIF","eBird",2020,2023,7,FALSE,"Pheucticus aureoventris","Least Concern","22723810","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Proctoporus bolivianus","Fauna","Proctoporus bolivianus Werner, 1910","Squamata",NA,"Gymnophthalmidae","Proctoporus",5,"GBIF","Otros conjuntos mediados por GBIF",1969,1969,1,TRUE,"Proctoporus bolivianus","Least Concern","48283526","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Turdus chiguanco","Fauna","Turdus chiguanco Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Turdidae","Turdus",5,"GBIF","eBird",2016,2023,9,FALSE,"Turdus chiguanco","Least Concern","103889964","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Cinclus leucocephalus","Fauna","Cinclus leucocephalus Tschudi, 1844","Aves","Passeriformes","Cinclidae","Cinclus",4,"GBIF","eBird",2020,2024,5,FALSE,"Cinclus leucocephalus","Least Concern","22708166","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Megascops koepckeae","Fauna","Megascops koepckeae (Hekstra, 1982)","Aves","Strigiformes","Strigidae","Megascops",4,"GBIF","eBird",2020,2024,4,FALSE,"Megascops koepckeae","Least Concern","22688782","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Merganetta armata","Fauna","Merganetta armata Gould, 1842","Aves","Anseriformes","Anatidae","Merganetta",4,"GBIF","eBird",2020,2024,6,FALSE,"Merganetta armata","Least Concern","22680118","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Sayornis nigricans","Fauna","Sayornis nigricans (Swainson, 1827)","Aves","Passeriformes","Tyrannidae","Sayornis",4,"GBIF","eBird",2020,2024,5,FALSE,"Sayornis nigricans","Least Concern","22699892","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Vultur gryphus","Fauna","Vultur gryphus Linnaeus, 1758","Aves","Accipitriformes","Cathartidae","Vultur",4,"GBIF","eBird",2016,2021,5,FALSE,"Vultur gryphus","Vulnerable","22697641","Vulnerable (VU)",TRUE
"Chinchaypujio","Annona cherimola","Flora","Annona cherimola Mill.","Magnoliopsida","Magnoliales","Annonaceae","Annona",3,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"Annona cherimola","Least Concern","143324599","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Cinclodes atacamensis","Fauna","Cinclodes atacamensis (Philippi, 1857)","Aves","Passeriformes","Furnariidae","Cinclodes",3,"GBIF","eBird",2020,2024,8,FALSE,"Cinclodes atacamensis","Least Concern","22702114","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Colibri coruscans","Fauna","Colibri coruscans (Gould, 1846)","Aves","Apodiformes","Trochilidae","Colibri",3,"GBIF","eBird",2016,2020,9,FALSE,"Colibri coruscans","Least Concern","22687114","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Falco sparverius","Fauna","Falco sparverius Linnaeus, 1758","Aves","Falconiformes","Falconidae","Falco",3,"GBIF","eBird",2020,2021,9,FALSE,"Falco sparverius","Least Concern","22696395","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Geospizopsis plebejus","Fauna","Geospizopsis plebejus (Tschudi, 1844)","Aves","Passeriformes","Thraupidae","Geospizopsis",3,"GBIF","eBird",2016,2023,8,FALSE,"Geospizopsis plebejus","Least Concern","22723100","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Knipolegus aterrimus","Fauna","Knipolegus aterrimus Kaup, 1853","Aves","Passeriformes","Tyrannidae","Knipolegus",3,"GBIF","eBird",2018,2024,5,FALSE,"Knipolegus aterrimus","Least Concern","103683052","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Phalacrocorax brasilianus","Fauna","Nannopterum brasilianum (J.F.Gmelin, 1789)","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",3,"GBIF","eBird",2020,2023,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Phaseolus augusti","Flora","Phaseolus augusti Harms","Magnoliopsida","Fabales","Fabaceae","Phaseolus",3,"GBIF","Otros conjuntos mediados por GBIF",1988,1988,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Saltator aurantiirostris","Fauna","Saltator aurantiirostris Vieillot, 1817","Aves","Passeriformes","Thraupidae","Saltator",3,"GBIF","eBird",2020,2020,9,FALSE,"Saltator aurantiirostris","Least Concern","22723892","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Tigrisoma fasciatum","Fauna","Tigrisoma fasciatum (Such, 1825)","Aves","Pelecaniformes","Ardeidae","Tigrisoma",3,"GBIF","eBird",2020,2024,3,FALSE,"Tigrisoma fasciatum","Least Concern","22697264","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Zonotrichia capensis","Fauna","Zonotrichia capensis (P.L.S.Müller, 1776)","Aves","Passeriformes","Passerellidae","Zonotrichia",3,"GBIF","eBird",2019,2023,9,FALSE,"Zonotrichia capensis","Least Concern","22721079","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Ampelion rubrocristatus","Fauna","Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Cotingidae","Ampelion",2,"GBIF","eBird",2016,2020,8,FALSE,"Ampelion rubrocristatus","Least Concern","22700753","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Asthenes ottonis","Fauna","Asthenes ottonis (Berlepsch, 1901)","Aves","Passeriformes","Furnariidae","Asthenes",2,"GBIF","eBird",2016,2020,8,FALSE,"Asthenes ottonis","Least Concern","22702497","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Atlapetes forbesi","Fauna","Atlapetes forbesi Morrison, 1947","Aves","Passeriformes","Passerellidae","Atlapetes",2,"GBIF","eBird",2016,2020,4,FALSE,"Atlapetes forbesi","Least Concern","22728563","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Catamenia analis","Fauna","Catamenia analis (d'Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Thraupidae","Catamenia",2,"GBIF","eBird",2016,2020,9,FALSE,"Catamenia analis","Least Concern","22723570","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Columba livia","Fauna","Columba livia J.F.Gmelin, 1789","Aves","Columbiformes","Columbidae","Columba",2,"GBIF","eBird",2019,2020,9,FALSE,"Columba livia","Least Concern","22690066","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Cranioleuca albicapilla","Fauna","Cranioleuca albicapilla (Cabanis, 1873)","Aves","Passeriformes","Furnariidae","Cranioleuca",2,"GBIF","eBird",2016,2020,8,FALSE,"Cranioleuca albicapilla","Least Concern","22702448","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Crotophaga ani","Fauna","Crotophaga ani Linnaeus, 1758","Aves","Cuculiformes","Cuculidae","Crotophaga",2,"GBIF","eBird",2020,2021,4,FALSE,"Crotophaga ani","Least Concern","22684434","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Escallonia herrerae","Flora","Escallonia herrerae Mattf.","Magnoliopsida","Escalloniales","Escalloniaceae","Escallonia",2,"GBIF","Otros conjuntos mediados por GBIF",2019,2019,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Lesbia victoriae","Fauna","Lesbia victoriae (Bourcier & Mulsant, 1846)","Aves","Apodiformes","Trochilidae","Lesbia",2,"GBIF","eBird",2020,2020,8,FALSE,"Lesbia victoriae","Least Concern","22687971","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Nycticorax nycticorax","Fauna","Nycticorax nycticorax (Linnaeus, 1758)","Aves","Pelecaniformes","Ardeidae","Nycticorax",2,"GBIF","eBird",2020,2024,6,FALSE,"Nycticorax nycticorax","Least Concern","22697211","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Passiflora tripartita","Flora","Passiflora mollissima (Kunth) L.H.Bailey","Magnoliopsida","Malpighiales","Passifloraceae","Passiflora",2,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Patagioenas maculosa","Fauna","Patagioenas maculosa (Temminck, 1813)","Aves","Columbiformes","Columbidae","Patagioenas",2,"GBIF","eBird",2016,2020,9,FALSE,"Patagioenas maculosa","Least Concern","22728285","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Rhopospina fruticeti","Fauna","Rhopospina fruticeti (Kittlitz, 1833)","Aves","Passeriformes","Thraupidae","Rhopospina",2,"GBIF","eBird",2016,2023,8,FALSE,"Rhopospina fruticeti","Least Concern","22723080","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Solanum acaule","Flora","Solanum acaule Bitter","Magnoliopsida","Solanales","Solanaceae","Solanum",2,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,3,FALSE,"Solanum acaule","Least Concern","71777551","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Spinus magellanicus","Fauna","Spinus magellanicus (Vieillot, 1805)","Aves","Passeriformes","Fringillidae","Spinus",2,"GBIF","eBird",2020,2020,9,FALSE,"Spinus magellanicus","Least Concern","22720383","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Troglodytes musculus","Fauna","Troglodytes musculus J.F.Naumann, 1823","Aves","Passeriformes","Troglodytidae","Troglodytes",2,"GBIF","eBird",2020,2023,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Chinchaypujio","Turdus fuscater","Fauna","Turdus fuscater Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Turdidae","Turdus",2,"GBIF","eBird",2016,2020,7,FALSE,"Turdus fuscater","Least Concern","22708848","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Actitis macularius","Fauna","Actitis macularius (Linnaeus, 1766)","Aves","Charadriiformes","Scolopacidae","Actitis",1,"GBIF","eBird",2020,2020,4,FALSE,"Actitis macularius","Least Concern","22693277","Preocupación Menor (LC)",FALSE
"Chinchaypujio","Aglaeactis cupripennis","Fauna","Aglaeactis cupripennis (Bourcier, 1843)","Aves","Apodiformes","Trochilidae","Aglaeactis",1,"GBIF","eBird",2020,2020,8,FALSE,"Aglaeactis cupripennis","Least Concern","22687788","Preocupación Menor (LC)",FALSE
