"distrito","species","reino","nombre_cientifico","clase","orden","familia","genero","n_registros","fuentes","plataformas","primer_anio","ultimo_anio","n_distritos_total","es_exclusiva","iucn_match_name","iucn_categoria_raw","iucn_id","iucn_categoria","es_amenazada_iucn"
"Mollepata","Yphthimoides leguialimai","Fauna","Yphthimoides leguialimai","Insecta","Lepidoptera","Nymphalidae","Yphthimoides",1,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Mollepata","Zanthoxylum tambopatense","Flora","Zanthoxylum tambopatense Reynel","Magnoliopsida","Sapindales","Rutaceae","Zanthoxylum",1,"GBIF","Otros conjuntos mediados por GBIF",2002,2002,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Mollepata","Zerene cesonia","Fauna","Zerene cesonia","Insecta","Lepidoptera","Pieridae","Zerene",1,"iNaturalist","iNaturalist",2025,2025,1,TRUE,"Zerene cesonia","Least Concern","173004869","Preocupación Menor (LC)",FALSE
"Pucyura","Amaranthus caudatus","Flora","Amaranthus caudatus L.","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",24,"GBIF","Otros conjuntos mediados por GBIF",2006,2006,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Amaranthus hybridus","Flora","Amaranthus hybridus L.","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",12,"GBIF","Otros conjuntos mediados por GBIF",2006,2006,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Amaranthus powellii","Flora","Amaranthus powellii S.Watson","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",6,"GBIF","Otros conjuntos mediados por GBIF",2006,2006,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Patagioenas maculosa","Fauna","Patagioenas maculosa (Temminck, 1813)","Aves","Columbiformes","Columbidae","Patagioenas",6,"GBIF","eBird",2013,2024,9,FALSE,"Patagioenas maculosa","Least Concern","22728285","Preocupación Menor (LC)",FALSE
"Pucyura","Plegadis ridgwayi","Fauna","Plegadis ridgwayi (Allen, 1876)","Aves","Pelecaniformes","Threskiornithidae","Plegadis",5,"GBIF","eBird",2024,2024,9,FALSE,"Plegadis ridgwayi","Least Concern","22697429","Preocupación Menor (LC)",FALSE
"Pucyura","Vanellus resplendens","Fauna","Vanellus resplendens (Tschudi, 1843)","Aves","Charadriiformes","Charadriidae","Vanellus",5,"GBIF / iNaturalist","eBird / iNaturalist",2017,2024,8,FALSE,"Vanellus resplendens","Least Concern","22694078","Preocupación Menor (LC)",FALSE
"Pucyura","Hordeum vulgare","Flora","Hordeum vulgare subsp. vulgare","Liliopsida","Poales","Poaceae","Hordeum",4,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Turdus chiguanco","Fauna","Turdus chiguanco Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Turdidae","Turdus",4,"GBIF","eBird",2014,2023,9,FALSE,"Turdus chiguanco","Least Concern","103889964","Preocupación Menor (LC)",FALSE
"Pucyura","Zonotrichia capensis","Fauna","Zonotrichia capensis (P.L.S.Müller, 1776)","Aves","Passeriformes","Passerellidae","Zonotrichia",4,"GBIF","eBird",2014,2024,9,FALSE,"Zonotrichia capensis","Least Concern","22721079","Preocupación Menor (LC)",FALSE
"Pucyura","Azorella biloba","Flora","Azorella biloba","Magnoliopsida","Apiales","Apiaceae","Azorella",3,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"Azorella biloba","Least Concern","133248454","Preocupación Menor (LC)",FALSE
"Pucyura","Bubulcus ibis","Fauna","Ardea ibis Linnaeus, 1758","Aves","Pelecaniformes","Ardeidae","Bubulcus",3,"GBIF","eBird",2015,2023,8,FALSE,"Bubulcus ibis","Least Concern","22697109","Preocupación Menor (LC)",FALSE
"Pucyura","Tachymenis peruviana","Fauna","Tachymenis peruviana Wiegmann, 1834","Squamata",NA,"Colubridae","Tachymenis",3,"GBIF","Otros conjuntos mediados por GBIF",1915,1915,2,FALSE,"Tachymenis peruviana","Least Concern","48617848","Preocupación Menor (LC)",FALSE
"Pucyura","Agave americana","Flora","Agave cordillerensis","Liliopsida","Asparagales","Asparagaceae","Agave",2,"iNaturalist","iNaturalist",2018,2025,2,FALSE,"Agave americana","Least Concern","13507070","Preocupación Menor (LC)",FALSE
"Pucyura","Anas flavirostris","Fauna","Anas flavirostris Vieillot, 1816","Aves","Anseriformes","Anatidae","Anas",2,"GBIF","eBird",2014,2017,9,FALSE,"Anas flavirostris","---","22735557_1","No Evaluada (NE)",FALSE
"Pucyura","Astroblepus sabalo","Fauna","Astroblepus sabalo (Valenciennes, 1840)",NA,"Siluriformes","Astroblepidae","Astroblepus",2,"GBIF","Otros conjuntos mediados por GBIF",1915,1915,1,TRUE,"Astroblepus sabalo","Data Deficient","49830603","Datos Insuficientes (DD)",FALSE
"Pucyura","Colaptes rupicola","Fauna","Colaptes rupicola d'Orbigny, 1840","Aves","Piciformes","Picidae","Colaptes",2,"GBIF","eBird",2023,2023,9,FALSE,"Colaptes rupicola","Least Concern","22726426","Preocupación Menor (LC)",FALSE
"Pucyura","Columba livia","Fauna","Columba livia J.F.Gmelin, 1789","Aves","Columbiformes","Columbidae","Columba",2,"GBIF","eBird",2014,2015,9,FALSE,"Columba livia","Least Concern","22690066","Preocupación Menor (LC)",FALSE
"Pucyura","Falco sparverius","Fauna","Falco sparverius Linnaeus, 1758","Aves","Falconiformes","Falconidae","Falco",2,"GBIF / iNaturalist","eBird / iNaturalist",2022,2025,9,FALSE,"Falco sparverius","Least Concern","22696395","Preocupación Menor (LC)",FALSE
"Pucyura","Lysipomia laciniata","Flora","Lysipomia laciniata laciniata","Magnoliopsida","Asterales","Campanulaceae","Lysipomia",2,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Rhionaeschna fissifrons","Fauna","Rhionaeschna fissifrons","Insecta","Odonata","Aeshnidae","Rhionaeschna",2,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"Rhionaeschna fissifrons","Data Deficient","49254399","Datos Insuficientes (DD)",FALSE
"Pucyura","Rockhausenia nubigena","Flora","Rockhausenia nubigena","Magnoliopsida","Asterales","Asteraceae","Rockhausenia",2,"iNaturalist","iNaturalist",2024,2024,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Solanum brevicaule","Flora","Solanum brevicaule Bitter","Magnoliopsida","Solanales","Solanaceae","Solanum",2,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,8,FALSE,"Solanum brevicaule","Least Concern","71779365","Preocupación Menor (LC)",FALSE
"Pucyura","Solanum tuberosum","Flora","Solanum stenotomum subsp. goniocalyx (Juz. & Bukasov) Hawkes","Magnoliopsida","Solanales","Solanaceae","Solanum",2,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,4,FALSE,"Solanum etuberosum","Least Concern","101526038","Preocupación Menor (LC)",FALSE
"Pucyura","Spinus magellanicus","Fauna","Spinus magellanicus (Vieillot, 1805)","Aves","Passeriformes","Fringillidae","Spinus",2,"GBIF","eBird / Observation.org",2008,2015,9,FALSE,"Spinus magellanicus","Least Concern","22720383","Preocupación Menor (LC)",FALSE
"Pucyura","Viola pygmaea","Flora","Viola pygmaea","Magnoliopsida","Malpighiales","Violaceae","Viola",2,"iNaturalist","iNaturalist",2024,2024,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Zenaida auriculata","Fauna","Zenaida auriculata (Des Murs, 1847)","Aves","Columbiformes","Columbidae","Zenaida",2,"GBIF","eBird",2014,2015,8,FALSE,"Zenaida auriculata","Least Concern","22690747","Preocupación Menor (LC)",FALSE
"Pucyura","Amaranthus tricolor","Flora","Amaranthus tricolor L.","Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Anas georgica","Fauna","Anas georgica J.F.Gmelin, 1789","Aves","Anseriformes","Anatidae","Anas",1,"GBIF","eBird",2017,2017,8,FALSE,"Anas georgica","Least Concern","22680310","Preocupación Menor (LC)",FALSE
"Pucyura","Arenaria tetragyna","Flora","Arenaria tetragyna","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria",1,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"Arenaria tetragyna","Least Concern","131363540","Preocupación Menor (LC)",FALSE
"Pucyura","Atractus peruvianus","Fauna","Atractus peruvianus (Jan, 1862)","Squamata",NA,"Colubridae","Atractus",1,"GBIF","Otros conjuntos mediados por GBIF",1915,1915,1,TRUE,"Atractus peruvianus","Data Deficient","48617425","Datos Insuficientes (DD)",FALSE
"Pucyura","Austrocylindropuntia subulata","Flora","Austrocylindropuntia subulata","Magnoliopsida","Caryophyllales","Cactaceae","Austrocylindropuntia",1,"iNaturalist","iNaturalist",2018,2018,3,FALSE,"Austrocylindropuntia subulata","Least Concern","152809","Preocupación Menor (LC)",FALSE
"Pucyura","Begonia veitchii","Flora","Begonia veitchii","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia",1,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Bombus funebris","Fauna","Bombus funebris Smith, 1854","Insecta","Hymenoptera","Apidae","Bombus",1,"GBIF","Otros conjuntos mediados por GBIF",1979,1979,2,FALSE,"Bombus funebris","Least Concern","21215159","Preocupación Menor (LC)",FALSE
"Pucyura","Cantua buxifolia","Flora","Cantua buxifolia","Magnoliopsida","Ericales","Polemoniaceae","Cantua",1,"iNaturalist","iNaturalist",2024,2024,5,FALSE,"Cantua buxifolia","Least Concern","146078128","Preocupación Menor (LC)",FALSE
"Pucyura","Catamenia analis","Fauna","Catamenia analis (d'Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Thraupidae","Catamenia",1,"GBIF","eBird",2017,2017,9,FALSE,"Catamenia analis","Least Concern","22723570","Preocupación Menor (LC)",FALSE
"Pucyura","Chroicocephalus serranus","Fauna","Chroicocephalus serranus (Tschudi, 1844)","Aves","Charadriiformes","Laridae","Chroicocephalus",1,"GBIF","eBird",2015,2015,9,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Cinclodes fuscus","Fauna","Cinclodes albiventris (Philippi & Landbeck, 1861)","Aves","Passeriformes","Furnariidae","Cinclodes",1,"GBIF","eBird",2014,2014,8,FALSE,"Cinclodes fuscus","---","22736220_1","No Evaluada (NE)",FALSE
"Pucyura","Colibri coruscans","Fauna","Colibri coruscans (Gould, 1846)","Aves","Apodiformes","Trochilidae","Colibri",1,"GBIF","Observation.org",2008,2008,9,FALSE,"Colibri coruscans","Least Concern","22687114","Preocupación Menor (LC)",FALSE
"Pucyura","Conium maculatum","Flora","Conium maculatum","Magnoliopsida","Apiales","Apiaceae","Conium",1,"iNaturalist","iNaturalist",2024,2024,3,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Dipsas peruana","Fauna","Dipsas peruana (Boettger, 1898)","Squamata",NA,"Colubridae","Dipsas",1,"GBIF","Otros conjuntos mediados por GBIF",1915,1915,1,TRUE,"Dipsas peruana","Least Concern","176796","Preocupación Menor (LC)",FALSE
"Pucyura","Elliotomyia chionogaster","Fauna","Elliotomyia chionogaster","Aves","Apodiformes","Trochilidae","Elliotomyia",1,"iNaturalist","iNaturalist",2022,2022,7,FALSE,"Elliotomyia chionogaster","Least Concern","22687509","Preocupación Menor (LC)",FALSE
"Pucyura","Falco femoralis","Fauna","Falco femoralis Temminck, 1822","Aves","Falconiformes","Falconidae","Falco",1,"GBIF","eBird",2017,2017,8,FALSE,"Falco femoralis","Least Concern","22696450","Preocupación Menor (LC)",FALSE
"Pucyura","Fulica ardesiaca","Fauna","Fulica ardesiaca Tschudi, 1843","Aves","Gruiformes","Rallidae","Fulica",1,"GBIF","eBird",2017,2017,8,FALSE,"Fulica ardesiaca","Least Concern","22692932","Preocupación Menor (LC)",FALSE
"Pucyura","Gallinula chloropus","Fauna","Gallinula galeata (Lichtenstein & Mhc, 1818)","Aves","Gruiformes","Rallidae","Gallinula",1,"GBIF","eBird",2017,2017,8,FALSE,"Gallinula chloropus","Least Concern","62120190","Preocupación Menor (LC)",FALSE
"Pucyura","Gazania splendens","Flora","Gazania × splendens","Magnoliopsida","Asterales","Asteraceae","Gazania",1,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Geranium sessiliflorum","Flora","Geranium sessiliflorum Cav.","Magnoliopsida","Geraniales","Geraniaceae","Geranium",1,"GBIF","Otros conjuntos mediados por GBIF",1987,1987,4,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Glaucidium peruanum","Fauna","Glaucidium peruanum C.König, 1991","Aves","Strigiformes","Strigidae","Glaucidium",1,"GBIF","eBird",2024,2024,7,FALSE,"Glaucidium peruanum","Least Concern","22689253","Preocupación Menor (LC)",FALSE
"Pucyura","Hackelia revoluta","Flora","Hackelia revoluta","Magnoliopsida","Boraginales","Boraginaceae","Hackelia",1,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Hordeum distichon","Flora","Hordeum vulgare subsp. distichon (L.) Körn.","Liliopsida","Poales","Poaceae","Hordeum",1,"GBIF","Otros conjuntos mediados por GBIF",NA,NA,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Ipomoea pauciflora","Flora","Ipomoea pauciflora vargasiana","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea",1,"iNaturalist","iNaturalist",2022,2022,3,FALSE,"Ipomoea pauciflora","Least Concern","194013889","Preocupación Menor (LC)",FALSE
"Pucyura","Lesbia nuna","Fauna","Lesbia nuna (R.Lesson, 1832)","Aves","Apodiformes","Trochilidae","Lesbia",1,"GBIF","Observation.org",2008,2008,8,FALSE,"Lesbia nuna","Least Concern","22687974","Preocupación Menor (LC)",FALSE
"Pucyura","Lophonetta specularioides","Fauna","Lophonetta specularioides (P.P.King, 1828)","Aves","Anseriformes","Anatidae","Lophonetta",1,"GBIF","eBird",2017,2017,4,FALSE,"Lophonetta specularioides","Least Concern","22680130","Preocupación Menor (LC)",FALSE
"Pucyura","Medicago polymorpha","Flora","Medicago polymorpha","Magnoliopsida","Fabales","Fabaceae","Medicago",1,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Merganetta armata","Fauna","Merganetta armata Gould, 1842","Aves","Anseriformes","Anatidae","Merganetta",1,"GBIF","eBird",2015,2015,6,FALSE,"Merganetta armata","Least Concern","22680118","Preocupación Menor (LC)",FALSE
"Pucyura","Muscisaxicola cinereus","Fauna","Muscisaxicola cinereus Philippi & Landbeck, 1864","Aves","Passeriformes","Tyrannidae","Muscisaxicola",1,"GBIF","eBird",2017,2017,5,FALSE,"Muscisaxicola cinereus","Least Concern","22700183","Preocupación Menor (LC)",FALSE
"Pucyura","Patagona gigas","Fauna","Patagona gigas (Vieillot, 1824)","Aves","Apodiformes","Trochilidae","Patagona",1,"GBIF","eBird",2014,2014,8,FALSE,"Patagona gigas","Least Concern","22687785","Preocupación Menor (LC)",FALSE
"Pucyura","Phalacrocorax brasilianus","Fauna","Nannopterum brasilianum (J.F.Gmelin, 1789)","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",1,"GBIF","eBird",2015,2015,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Phleocryptes melanops","Fauna","Phleocryptes melanops (Vieillot, 1817)","Aves","Passeriformes","Furnariidae","Phleocryptes",1,"GBIF","eBird",2017,2017,2,FALSE,"Phleocryptes melanops","Least Concern","22702646","Preocupación Menor (LC)",FALSE
"Pucyura","Phoenicopterus chilensis","Fauna","Phoenicopterus chilensis Molina, 1782","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",1,"GBIF","eBird",2017,2017,3,FALSE,"Phoenicopterus chilensis","Near Threatened","22697365","Casi Amenazada (NT)",FALSE
"Pucyura","Poospizopsis caesar","Fauna","Poospizopsis caesar (P.L.Sclater & Salvin, 1869)","Aves","Passeriformes","Thraupidae","Poospizopsis",1,"GBIF","eBird",2017,2017,9,FALSE,"Poospizopsis caesar","Least Concern","22723282","Preocupación Menor (LC)",FALSE
"Pucyura","Rauenia bonariensis","Fauna","Rauenia bonariensis (J.F.Gmelin, 1789)","Aves","Passeriformes","Thraupidae","Rauenia",1,"GBIF","eBird",2015,2015,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Rollandia rolland","Fauna","Rollandia rolland (Quoy & Gaimard, 1824)","Aves","Podicipediformes","Podicipedidae","Rollandia",1,"GBIF","eBird",2017,2017,7,FALSE,"Rollandia rolland","Least Concern","22696530","Preocupación Menor (LC)",FALSE
"Pucyura","Saltator aurantiirostris","Fauna","Saltator aurantiirostris Vieillot, 1817","Aves","Passeriformes","Thraupidae","Saltator",1,"GBIF","eBird",2017,2017,9,FALSE,"Saltator aurantiirostris","Least Concern","22723892","Preocupación Menor (LC)",FALSE
"Pucyura","Spatula cyanoptera","Fauna","Spatula cyanoptera (Vieillot, 1816)","Aves","Anseriformes","Anatidae","Spatula",1,"GBIF","eBird",2017,2017,7,FALSE,"Spatula cyanoptera","Least Concern","22680233","Preocupación Menor (LC)",FALSE
"Pucyura","Tachuris rubrigastra","Fauna","Tachuris rubrigastra (Vieillot, 1817)","Aves","Passeriformes","Tyrannidae","Tachuris",1,"GBIF","eBird",2017,2017,3,FALSE,"Tachuris rubrigastra","Least Concern","22699410","Preocupación Menor (LC)",FALSE
"Pucyura","Trifolium repens","Flora","Trifolium repens","Magnoliopsida","Fabales","Fabaceae","Trifolium",1,"iNaturalist","iNaturalist",2024,2024,4,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Tringa melanoleuca","Fauna","Tringa melanoleuca (J.F.Gmelin, 1789)","Aves","Charadriiformes","Scolopacidae","Tringa",1,"GBIF","eBird",2017,2017,5,FALSE,"Tringa melanoleuca","Near Threatened","22693231","Casi Amenazada (NT)",FALSE
"Pucyura","Vanessa carye","Fauna","Vanessa carye","Insecta","Lepidoptera","Nymphalidae","Vanessa",1,"iNaturalist","iNaturalist",2024,2024,2,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Pucyura","Viola pusillima","Flora","Viola pusillima","Magnoliopsida","Malpighiales","Violaceae","Viola",1,"iNaturalist","iNaturalist",2024,2024,1,TRUE,"---","---",NA,"No Evaluada (NE)",FALSE
"Zurite","Patagioenas maculosa","Fauna","Patagioenas maculosa (Temminck, 1813)","Aves","Columbiformes","Columbidae","Patagioenas",118,"GBIF","eBird",2021,2024,9,FALSE,"Patagioenas maculosa","Least Concern","22728285","Preocupación Menor (LC)",FALSE
"Zurite","Zonotrichia capensis","Fauna","Zonotrichia capensis (P.L.S.Müller, 1776)","Aves","Passeriformes","Passerellidae","Zonotrichia",113,"GBIF","eBird",2017,2024,9,FALSE,"Zonotrichia capensis","Least Concern","22721079","Preocupación Menor (LC)",FALSE
"Zurite","Spinus magellanicus","Fauna","Spinus magellanicus (Vieillot, 1805)","Aves","Passeriformes","Fringillidae","Spinus",112,"GBIF","eBird",2021,2024,9,FALSE,"Spinus magellanicus","Least Concern","22720383","Preocupación Menor (LC)",FALSE
"Zurite","Phrygilus punensis","Fauna","Phrygilus punensis Ridgway, 1887","Aves","Passeriformes","Thraupidae","Phrygilus",111,"GBIF","eBird",2021,2024,8,FALSE,"Phrygilus punensis","Least Concern","22723064","Preocupación Menor (LC)",FALSE
"Zurite","Zenaida auriculata","Fauna","Zenaida auriculata (Des Murs, 1847)","Aves","Columbiformes","Columbidae","Zenaida",110,"GBIF","eBird",2017,2024,8,FALSE,"Zenaida auriculata","Least Concern","22690747","Preocupación Menor (LC)",FALSE
"Zurite","Metallura tyrianthina","Fauna","Metallura tyrianthina (Loddiges, 1832)","Aves","Apodiformes","Trochilidae","Metallura",109,"GBIF","eBird",2016,2024,8,FALSE,"Metallura tyrianthina","Least Concern","22688015","Preocupación Menor (LC)",FALSE
"Zurite","Turdus chiguanco","Fauna","Turdus chiguanco Orbigny & Lafresnaye, 1837","Aves","Passeriformes","Turdidae","Turdus",108,"GBIF","eBird",2017,2024,9,FALSE,"Turdus chiguanco","Least Concern","103889964","Preocupación Menor (LC)",FALSE
"Zurite","Conirostrum cinereum","Fauna","Conirostrum cinereum d'Orbigny & Lafresnaye, 1838","Aves","Passeriformes","Thraupidae","Conirostrum",107,"GBIF","eBird",2017,2024,7,FALSE,"Conirostrum cinereum","Least Concern","22722096","Preocupación Menor (LC)",FALSE
"Zurite","Ochthoeca leucophrys","Fauna","Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Tyrannidae","Ochthoeca",107,"GBIF","eBird",2021,2024,8,FALSE,"Ochthoeca leucophrys","Least Concern","22699943","Preocupación Menor (LC)",FALSE
"Zurite","Saltator aurantiirostris","Fauna","Saltator aurantiirostris Vieillot, 1817","Aves","Passeriformes","Thraupidae","Saltator",106,"GBIF","eBird",2017,2024,9,FALSE,"Saltator aurantiirostris","Least Concern","22723892","Preocupación Menor (LC)",FALSE
"Zurite","Troglodytes musculus","Fauna","Troglodytes musculus J.F.Naumann, 1823","Aves","Passeriformes","Troglodytidae","Troglodytes",97,"GBIF","eBird",2021,2024,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Zurite","Colibri coruscans","Fauna","Colibri coruscans (Gould, 1846)","Aves","Apodiformes","Trochilidae","Colibri",89,"GBIF","eBird",2021,2024,9,FALSE,"Colibri coruscans","Least Concern","22687114","Preocupación Menor (LC)",FALSE
"Zurite","Aglaeactis cupripennis","Fauna","Aglaeactis cupripennis (Bourcier, 1843)","Aves","Apodiformes","Trochilidae","Aglaeactis",88,"GBIF","eBird",2021,2024,8,FALSE,"Aglaeactis cupripennis","Least Concern","22687788","Preocupación Menor (LC)",FALSE
"Zurite","Asthenes ottonis","Fauna","Asthenes ottonis (Berlepsch, 1901)","Aves","Passeriformes","Furnariidae","Asthenes",86,"GBIF","eBird",2021,2024,8,FALSE,"Asthenes ottonis","Least Concern","22702497","Preocupación Menor (LC)",FALSE
"Zurite","Cranioleuca albicapilla","Fauna","Cranioleuca albicapilla (Cabanis, 1873)","Aves","Passeriformes","Furnariidae","Cranioleuca",84,"GBIF","eBird",2021,2024,8,FALSE,"Cranioleuca albicapilla","Least Concern","22702448","Preocupación Menor (LC)",FALSE
"Zurite","Xenodacnis parina","Fauna","Xenodacnis parina Cabanis, 1873","Aves","Passeriformes","Thraupidae","Xenodacnis",84,"GBIF","eBird",2021,2024,8,FALSE,"Xenodacnis parina","Least Concern","103839796","Preocupación Menor (LC)",FALSE
"Zurite","Colaptes rupicola","Fauna","Colaptes rupicola d'Orbigny, 1840","Aves","Piciformes","Picidae","Colaptes",82,"GBIF","eBird",2021,2024,9,FALSE,"Colaptes rupicola","Least Concern","22726426","Preocupación Menor (LC)",FALSE
"Zurite","Aglaeactis castelnaudii","Fauna","Aglaeactis castelnaudii (Bourcier & Mulsant, 1848)","Aves","Apodiformes","Trochilidae","Aglaeactis",75,"GBIF","eBird",2021,2024,6,FALSE,"Aglaeactis castelnaudii","Near Threatened","22687791","Casi Amenazada (NT)",FALSE
"Zurite","Rauenia bonariensis","Fauna","Rauenia bonariensis (J.F.Gmelin, 1789)","Aves","Passeriformes","Thraupidae","Rauenia",71,"GBIF","eBird",2021,2024,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Zurite","Catamenia analis","Fauna","Catamenia analis (d'Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Thraupidae","Catamenia",67,"GBIF / iNaturalist","eBird / iNaturalist",2021,2024,9,FALSE,"Catamenia analis","Least Concern","22723570","Preocupación Menor (LC)",FALSE
"Zurite","Diglossa brunneiventris","Fauna","Diglossa brunneiventris Lafresnaye, 1846","Aves","Passeriformes","Thraupidae","Diglossa",67,"GBIF","eBird",2021,2024,7,FALSE,"Diglossa brunneiventris","Least Concern","22723677","Preocupación Menor (LC)",FALSE
"Zurite","Cinclodes fuscus","Fauna","Cinclodes albiventris (Philippi & Landbeck, 1861)","Aves","Passeriformes","Furnariidae","Cinclodes",63,"GBIF","eBird",2021,2024,8,FALSE,"Cinclodes fuscus","---","22736220_1","No Evaluada (NE)",FALSE
"Zurite","Poospizopsis caesar","Fauna","Poospizopsis caesar (P.L.Sclater & Salvin, 1869)","Aves","Passeriformes","Thraupidae","Poospizopsis",63,"GBIF","eBird",2021,2024,9,FALSE,"Poospizopsis caesar","Least Concern","22723282","Preocupación Menor (LC)",FALSE
"Zurite","Scytalopus urubambae","Fauna","Scytalopus urubambae Zimmer, 1939","Aves","Passeriformes","Rhinocryptidae","Scytalopus",59,"GBIF","eBird",2021,2024,4,FALSE,"Scytalopus urubambae","Least Concern","22733286","Preocupación Menor (LC)",FALSE
"Zurite","Catamenia inornata","Fauna","Catamenia inornata (Lafresnaye, 1847)","Aves","Passeriformes","Thraupidae","Catamenia",54,"GBIF","eBird",2021,2024,7,FALSE,"Catamenia inornata","Least Concern","22723573","Preocupación Menor (LC)",FALSE
"Zurite","Buteo polyosoma","Fauna","Geranoaetus polyosoma (Quoy & Gaimard, 1824)","Aves","Accipitriformes","Accipitridae","Buteo",52,"GBIF / iNaturalist","eBird / iNaturalist",2016,2024,7,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Zurite","Columba livia","Fauna","Columba livia J.F.Gmelin, 1789","Aves","Columbiformes","Columbidae","Columba",51,"GBIF","eBird",2021,2024,9,FALSE,"Columba livia","Least Concern","22690066","Preocupación Menor (LC)",FALSE
"Zurite","Metriopelia ceciliae","Fauna","Metriopelia ceciliae (R.Lesson, 1845)","Aves","Columbiformes","Columbidae","Metriopelia",48,"GBIF","eBird",2021,2024,6,FALSE,"Metriopelia ceciliae","Least Concern","22690829","Preocupación Menor (LC)",FALSE
"Zurite","Lesbia nuna","Fauna","Lesbia nuna (R.Lesson, 1832)","Aves","Apodiformes","Trochilidae","Lesbia",41,"GBIF","eBird",2021,2024,8,FALSE,"Lesbia nuna","Least Concern","22687974","Preocupación Menor (LC)",FALSE
"Zurite","Notiochelidon murina","Fauna","Orochelidon murina (Cassin, 1853)","Aves","Passeriformes","Hirundinidae","Notiochelidon",41,"GBIF","eBird",2021,2024,8,FALSE,"---","---",NA,"No Evaluada (NE)",FALSE
"Zurite","Oreonympha nobilis","Fauna","Oreonympha nobilis Gould, 1869","Aves","Apodiformes","Trochilidae","Oreonympha",40,"GBIF","eBird",2022,2024,6,FALSE,"Oreonympha nobilis","Least Concern","22727923","Preocupación Menor (LC)",FALSE
"Zurite","Ochthoeca rufipectoralis","Fauna","Ochthoeca rufipectoralis (Orbigny & Lafresnaye, 1837)","Aves","Passeriformes","Tyrannidae","Ochthoeca",36,"GBIF","eBird",2021,2024,6,FALSE,"Ochthoeca rufipectoralis","Least Concern","22699930","Preocupación Menor (LC)",FALSE
"Zurite","Patagona gigas","Fauna","Patagona gigas (Vieillot, 1824)","Aves","Apodiformes","Trochilidae","Patagona",35,"GBIF","eBird",2019,2024,8,FALSE,"Patagona gigas","Least Concern","22687785","Preocupación Menor (LC)",FALSE
