"id_hotspot","nombre_hotspot","url_ebird","distrito_ubicacion","species","nombre_cientifico","n_observaciones","primer_anio","ultimo_anio","orden","familia","nombre_espanol","nombre_ingles","estatus_residencia","ds_004_2014","iucn_categoria","cites_apendice","es_endemica_peru"
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Aratinga mitrata","Psittacara mitratus (Tschudi, 1844)",59,2014,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Diglossa brunneiventris","Diglossa brunneiventris Lafresnaye, 1846",58,2015,2024,"Passeriformes","Thraupidae","Pinchaflor de Garganta Negra","Black-throated Flowerpiercer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Turdus fuscater","Turdus fuscater Orbigny & Lafresnaye, 1837",58,2015,2024,"Passeriformes","Turdidae","Zorzal Grande","Great Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Phrygilus punensis","Phrygilus punensis Ridgway, 1887",56,2015,2024,"Passeriformes","Thraupidae","Fringilo Peruano","Peruvian Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Metallura tyrianthina","Metallura tyrianthina (Loddiges, 1832)",52,2015,2024,"Apodiformes","Trochilidae","Colibrí Tirio","Tyrian Metaltail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Rauenia bonariensis","Rauenia bonariensis (J.F.Gmelin, 1789)",51,2017,2026,"Passeriformes","Thraupidae","Tangara Azul y Amarilla","Blue-and-yellow Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Conirostrum cinereum","Conirostrum cinereum d'Orbigny & Lafresnaye, 1838",45,2015,2024,"Passeriformes","Thraupidae","Pico-de-Cono Cinéreo","Cinereous Conebill","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Bolborhynchus orbygnesius","Bolborhynchus orbygnesius (Souance, 1856)",42,2015,2024,"Psittaciformes","Psittacidae","Perico Andino","Andean Parakeet","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Geospizopsis plebejus","Geospizopsis plebejus (Tschudi, 1844)",42,2015,2024,"Passeriformes","Thraupidae","Fringilo de Pecho Cenizo","Ash-breasted Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Poospizopsis caesar","Poospizopsis caesar (P.L.Sclater & Salvin, 1869)",40,2014,2024,"Passeriformes","Thraupidae","Monterita de Pecho Castaño","Chestnut-breasted Mountain Finch","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Phacellodomus striaticeps","Phacellodomus striaticeps (Orbigny & Lafresnaye, 1838)",38,2017,2024,"Passeriformes","Furnariidae","Espinero de Frente Rayada","Streak-fronted Thornbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Atlapetes forbesi","Atlapetes forbesi Morrison, 1947",37,2015,2024,"Passeriformes","Passerellidae","Matorralero de Apurímac","Apurimac Brushfinch","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Elaenia albiceps","Elaenia albiceps (Orbigny & Lafresnaye, 1837)",36,2016,2024,"Passeriformes","Tyrannidae","Fío-Fío de Cresta Blanca","White-crested Elaenia","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Falco peregrinus","Falco peregrinus Tunstall, 1771",33,2014,2024,"Falconiformes","Falconidae","Halcón Peregrino","Peregrine Falcon","Residente","Casi Amenazado (NT)","Preocupación Menor (LC)","Apéndice I",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Lesbia victoriae","Lesbia victoriae (Bourcier & Mulsant, 1846)",33,2017,2024,"Apodiformes","Trochilidae","Colibrí de Cola Larga Negra","Black-tailed Trainbearer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Patagioenas maculosa","Patagioenas maculosa (Temminck, 1813)",32,2015,2024,"Columbiformes","Columbidae","Paloma de Ala Moteada","Spot-winged Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Zenaida auriculata","Zenaida auriculata (Des Murs, 1847)",31,2015,2024,"Columbiformes","Columbidae","Tórtola Orejuda","Eared Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Lesbia nuna","Lesbia nuna (R.Lesson, 1832)",30,2017,2024,"Apodiformes","Trochilidae","Colibrí de Cola Larga Verde","Green-tailed Trainbearer","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Pheucticus aureoventris","Pheucticus aureoventris (d'Orbigny & Lafresnaye, 1837)",30,2016,2024,"Passeriformes","Cardinalidae","Picogrueso de Dorso Negro","Black-backed Grosbeak","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Elaenia pallatangae","Elaenia pallatangae P.L.Sclater, 1862",29,2014,2024,"Passeriformes","Tyrannidae","Fío-Fío Serrano","Sierran Elaenia","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Patagona gigas","Patagona gigas (Vieillot, 1824)",27,2015,2024,"Apodiformes","Trochilidae","Colibrí Gigante Sureño","Southern Giant-Hummingbird","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Streptoprocne zonaris","Streptoprocne zonaris (Shaw, 1796)",27,2016,2024,"Apodiformes","Apodidae","Vencejo de Collar Blanco","White-collared Swift","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Leptotila verreauxi","Leptotila verreauxi Bonaparte, 1855",25,2014,2024,"Columbiformes","Columbidae","Paloma de Puntas Blancas","White-tipped Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Muscisaxicola maculirostris","Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837",25,2018,2024,"Passeriformes","Tyrannidae","Dormilona Chica","Spot-billed Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Anairetes flavirostris","Anairetes flavirostris P.L.Sclater & Salvin, 1876",23,2015,2024,"Passeriformes","Tyrannidae","Torito de Pico Amarillo","Yellow-billed Tit-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Falco femoralis","Falco femoralis Temminck, 1822",22,2016,2024,"Falconiformes","Falconidae","Halcón Aplomado","Aplomado Falcon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Patagioenas fasciata","Patagioenas fasciata (Say, 1822)",22,2017,2024,"Columbiformes","Columbidae","Paloma de Nuca Blanca","Band-tailed Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Elliotomyia chionogaster","Elliotomyia chionogaster (Tschudi, 1846)",21,2014,2024,"Apodiformes","Trochilidae","Colibrí de Vientre Blanco","White-bellied Hummingbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Geositta tenuirostris","Geositta tenuirostris (Lafresnaye, 1836)",20,2015,2023,"Passeriformes","Furnariidae","Minero de Pico Largo","Slender-billed Miner","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Muscisaxicola juninensis","Muscisaxicola juninensis Taczanowski, 1884",19,2015,2024,"Passeriformes","Tyrannidae","Dormilona de la Puna","Puna Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Lafresnaya lafresnayi","Lafresnaya lafresnayi (Boissonneau, 1840)",18,2018,2024,"Apodiformes","Trochilidae","Colibrí Aterciopelado","Mountain Velvetbreast","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Nystalus chacuru","Nystalus chacuru (Vieillot, 1816)",18,2018,2024,"Galbuliformes","Bucconidae","Buco de Oreja Blanca","White-eared Puffbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Myiotheretes striaticollis","Myiotheretes striaticollis (P.L.Sclater, 1853)",16,2018,2024,"Passeriformes","Tyrannidae","Ala-Rufa de Garganta Rayada","Streak-throated Bush-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Nothoprocta pentlandii","Nothoprocta pentlandii (G.R.Gray, 1867)",16,2017,2023,"Tinamiformes","Tinamidae","Perdiz Andina","Andean Tinamou","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Rhopospina fruticeti","Rhopospina fruticeti (Kittlitz, 1833)",16,2016,2024,"Passeriformes","Thraupidae","Fringilo de Pecho Negro","Mourning Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Thlypopsis ruficeps","Thlypopsis ruficeps (d'Orbigny & Lafresnaye, 1837)",15,2019,2024,"Passeriformes","Thraupidae","Tangara Rufa y Amarilla","Rust-and-yellow Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Cinclodes fuscus","Cinclodes albiventris (Philippi & Landbeck, 1861)",13,2017,2023,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Glaucidium peruanum","Glaucidium peruanum C.König, 1991",13,2019,2024,"Strigiformes","Strigidae","Lechucita Peruana","Peruvian Pygmy-Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Ochthoeca rufipectoralis","Ochthoeca rufipectoralis (Orbigny & Lafresnaye, 1837)",13,2017,2024,"Passeriformes","Tyrannidae","Pitajo de Pecho Rufo","Rufous-breasted Chat-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Systellura longirostris","Systellura longirostris (Bonaparte, 1825)",12,2019,2023,"Caprimulgiformes","Caprimulgidae","Chotacabras de Ala Bandeada","Band-winged Nightjar","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Vanellus resplendens","Vanellus resplendens (Tschudi, 1843)",12,2015,2024,"Charadriiformes","Charadriidae","Avefría Andina","Andean Lapwing","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Elliotomyia viridicauda","Elliotomyia viridicauda (von Berlepsch, 1883)",11,2022,2024,"Apodiformes","Trochilidae","Colibrí Verde y Blanco","Green-and-white Hummingbird","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Geospizopsis unicolor","Geospizopsis unicolor (d'Orbigny & Lafresnaye, 1837)",11,2015,2024,"Passeriformes","Thraupidae","Fringilo Plomizo","Plumbeous Sierra Finch","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Nothoprocta ornata","Nothoprocta ornata (G.R.Gray, 1867)",11,2015,2023,"Tinamiformes","Tinamidae","Perdiz Cordillerana","Ornate Tinamou","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Agriornis andicola","Agriornis albicauda (Philippi & Landbeck, 1863)",10,2014,2023,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Crotophaga ani","Crotophaga ani Linnaeus, 1758",10,2018,2024,"Cuculiformes","Cuculidae","Garrapatero de Pico Liso","Smooth-billed Ani","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Geositta cunicularia","Geositta cunicularia (Vieillot, 1816)",10,2015,2023,"Passeriformes","Furnariidae","Minero Común","Common Miner","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Grallaria squamigera","Grallaria squamigera Prevost & Des Murs, 1842",10,2022,2024,"Passeriformes","Grallariidae","Tororoi Ondulado","Undulated Antpitta","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Nothoprocta taczanowskii","Nothoprocta taczanowskii P.L.Sclater & Salvin, 1875",10,2015,2024,"Tinamiformes","Tinamidae","Perdiz de Taczanowski","Taczanowski's Tinamou","Residente","No Amenazada","Vulnerable (VU)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Nothura darwinii","Nothura darwinii G.R.Gray, 1867",9,2023,2024,"Tinamiformes","Tinamidae","Perdiz de Darwin","Darwin's Nothura","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Pyrrhomyias cinnamomeus","Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)",9,2017,2024,"Passeriformes","Tyrannidae","Mosquerito Canela","Cinnamon Flycatcher","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Aglaeactis cupripennis","Aglaeactis cupripennis (Bourcier, 1843)",8,2015,2024,"Apodiformes","Trochilidae","Rayo-de-Sol Brillante","Shining Sunbeam","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Anairetes parulus","Anairetes parulus (Kittlitz, 1830)",8,2017,2023,"Passeriformes","Tyrannidae","Torito Copetón","Tufted Tit-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Notiochelidon flavipes","Orochelidon flavipes (Chapman, 1922)",8,2019,2019,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Asthenes dorbignyi","Asthenes dorbignyi (Reichenbach, 1853)",7,2018,2024,"Passeriformes","Furnariidae","Canastero de Pecho Cremoso","Creamy-breasted Canastero","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Plegadis ridgwayi","Plegadis ridgwayi (Allen, 1876)",7,2017,2022,"Pelecaniformes","Threskiornithidae","Ibis de la Puna","Puna Ibis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Vireo olivaceus","Vireo olivaceus (Linnaeus, 1766)",7,2019,2024,"Passeriformes","Vireonidae","Víreo de Ojo Rojo","Red-eyed Vireo","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Accipiter striatus","Accipiter striatus Vieillot, 1808",6,2023,2024,"Accipitriformes","Accipitridae","Gavilán Pajarero","Sharp-shinned Hawk","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Aglaiocercus kingii","Aglaiocercus kingii (R.Lesson, 1832)",6,2023,2023,"Apodiformes","Trochilidae","Silfo de Cola Larga","Long-tailed Sylph","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
