"id_hotspot","nombre_hotspot","url_ebird","distrito_ubicacion","species","nombre_cientifico","n_observaciones","primer_anio","ultimo_anio","orden","familia","nombre_espanol","nombre_ingles","estatus_residencia","ds_004_2014","iucn_categoria","cites_apendice","es_endemica_peru"
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Drymophila striaticeps","Drymophila striaticeps Chapman, 1912",1,2021,2021,"Passeriformes","Thamnophilidae","Hormiguero de Cabeza Rayada","Streak-headed Antbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Dubusia castaneoventris","Dubusia castaneoventris (P.L.Sclater, 1851)",1,2023,2023,"Passeriformes","Thraupidae","Tangara de Montaña de Vientre Castaño","Chestnut-bellied Mountain Tanager","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Empidonomus aurantioatrocristatus","Empidonomus aurantioatrocristatus (Orbigny & Lafresnaye, 1837)",1,2018,2018,"Passeriformes","Tyrannidae","Mosquero-Pizarroso Coronado","Crowned Slaty Flycatcher","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Falco rufigularis","Falco rufigularis Daudin, 1800",1,2024,2024,"Falconiformes","Falconidae","Halcón Caza Murciélagos","Bat Falcon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Gallinago andina","Gallinago andina Taczanowski, 1875",1,2013,2013,"Charadriiformes","Scolopacidae","Becasina de la Puna","Puna Snipe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Geositta cunicularia","Geositta cunicularia (Vieillot, 1816)",1,2014,2014,"Passeriformes","Furnariidae","Minero Común","Common Miner","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Hirundo rustica","Hirundo rustica Linnaeus, 1758",1,2018,2018,"Passeriformes","Hirundinidae","Golondrina Tijereta","Barn Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Junonia vestina","Junonia vestina",1,2024,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Lurocalis rufiventris","Lurocalis rufiventris Taczanowski, 1884",1,2024,2024,"Caprimulgiformes","Caprimulgidae","Chotacabras de Vientre Rufo","Rufous-bellied Nighthawk","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Mecocerculus poecilocercus","Mecocerculus poecilocercus (P.L.Sclater & Salvin, 1873)",1,2009,2009,"Passeriformes","Tyrannidae","Tiranillo de Cola Blanca","White-tailed Tyrannulet","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Metriopelia melanoptera","Metriopelia melanoptera (Molina, 1782)",1,2019,2019,"Columbiformes","Columbidae","Tortolita de Ala Negra","Black-winged Ground Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Myadestes ralloides","Myadestes ralloides (Orbigny, 1840)",1,2024,2024,"Passeriformes","Turdidae","Solitario Andino","Andean Solitaire","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Myioborus miniatus","Myioborus miniatus (Swainson, 1827)",1,2023,2023,"Passeriformes","Parulidae","Candelita de Garganta Plomiza","Slate-throated Redstart","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Myiophobus fasciatus","Myiophobus fasciatus (Statius Muller, 1776)",1,2018,2018,"Passeriformes","Tyrannidae","Mosquerito de Pecho Rayado","Bran-colored Flycatcher","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Myiothlypis luteoviridis","Myiothlypis luteoviridis (Bonaparte, 1845)",1,2023,2023,"Passeriformes","Parulidae","Reinita Citrina","Citrine Warbler","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Percnohierax leucorrhous","Parabuteo leucorrhous (Quoy & Gaimard, 1824)",1,2022,2022,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Phacellodomus striaticeps","Phacellodomus striaticeps (Orbigny & Lafresnaye, 1838)",1,2014,2014,"Passeriformes","Furnariidae","Espinero de Frente Rayada","Streak-fronted Thornbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Riparia riparia","Riparia riparia (Linnaeus, 1758)",1,2018,2018,"Passeriformes","Hirundinidae","Golondrina Ribereña","Bank Swallow","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Sayornis nigricans","Sayornis nigricans (Swainson, 1827)",1,2015,2015,"Passeriformes","Tyrannidae","Mosquero de Agua","Black Phoebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Scytalopus atratus","Scytalopus atratus Hellmayr, 1922",1,2019,2019,"Passeriformes","Rhinocryptidae","Tapaculo de Corona Blanca","White-crowned Tapaculo","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Scytalopus schulenbergi","Scytalopus schulenbergi B.M.Whitney, 1994",1,2023,2023,"Passeriformes","Rhinocryptidae","Tapaculo Diademado","Diademed Tapaculo","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Spatula cyanoptera","Spatula cyanoptera (Vieillot, 1816)",1,2023,2023,"Anseriformes","Anatidae","Pato Colorado","Cinnamon Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Spizaetus isidori","Spizaetus isidori (Des Murs, 1845)",1,2019,2019,"Accipitriformes","Accipitridae","Aguila Negra y Castaña","Black-and-chestnut Eagle","Residente","No Amenazada","En Peligro (EN)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Sporophila caerulescens","Sporophila caerulescens (Vieillot, 1823)",1,2023,2023,"Passeriformes","Thraupidae","Espiguero Doble Acollarado","Double-collared Seedeater","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Sporophila nigricollis","Sporophila nigricollis (Vieillot, 1823)",1,2023,2023,"Passeriformes","Thraupidae","Espiguero de Vientre Amarillo","Yellow-bellied Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Streptoprocne rutila","Streptoprocne rutila (Vieillot, 1817)",1,2014,2014,"Apodiformes","Apodidae","Vencejo de Cuello Castaño","Chestnut-collared Swift","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Tapera naevia","Tapera naevia (Linnaeus, 1766)",1,2023,2023,"Cuculiformes","Cuculidae","Cuclillo Listado","Striped Cuckoo","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Tyrannus melancholicus","Tyrannus melancholicus Vieillot, 1819",1,2014,2014,"Passeriformes","Tyrannidae","Tirano Tropical","Tropical Kingbird","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Vanessa braziliensis","Vanessa braziliensis (Moore, 1883)",1,2022,2022,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Vicugna pacos","Lama pacos (Linnaeus, 1758)",1,2025,2025,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L15073939","Laguna Humantay - Caminata Puesto de Control","https://ebird.org/hotspot/L15073939/bird-list","Mollepata","Xenops rutilans","Xenops rutilans Temminck, 1821",1,2019,2019,"Passeriformes","Furnariidae","Pico-Lezna Rayado","Streaked Xenops","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Spatula cyanoptera","Spatula cyanoptera (Vieillot, 1816)",18,2016,2024,"Anseriformes","Anatidae","Pato Colorado","Cinnamon Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Anas flavirostris","Anas flavirostris Vieillot, 1816",17,2016,2024,"Anseriformes","Anatidae","Pato Barcino","Yellow-billed Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Patagioenas maculosa","Patagioenas maculosa (Temminck, 1813)",16,2016,2024,"Columbiformes","Columbidae","Paloma de Ala Moteada","Spot-winged Pigeon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Plegadis ridgwayi","Plegadis ridgwayi (Allen, 1876)",16,2016,2024,"Pelecaniformes","Threskiornithidae","Ibis de la Puna","Puna Ibis","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Anas georgica","Anas georgica J.F.Gmelin, 1789",15,2016,2024,"Anseriformes","Anatidae","Pato Jergón","Yellow-billed Pintail","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Columba livia","Columba livia J.F.Gmelin, 1789",15,2016,2024,"Columbiformes","Columbidae","Paloma Doméstica","Rock Pigeon","Introducido","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Chroicocephalus serranus","Chroicocephalus serranus (Tschudi, 1844)",14,2023,2024,"Charadriiformes","Laridae","Gaviota Andina","Andean Gull","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Fulica ardesiaca","Fulica ardesiaca Tschudi, 1843",14,2016,2024,"Gruiformes","Rallidae","Gallareta Andina","Slate-colored Coot","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Gallinula chloropus","Gallinula galeata (Lichtenstein & Mhc, 1818)",13,2016,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Nycticorax nycticorax","Nycticorax nycticorax (Linnaeus, 1758)",13,2016,2024,"Pelecaniformes","Ardeidae","Huaco Común","Black-crowned Night-Heron","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Turdus chiguanco","Turdus chiguanco Orbigny & Lafresnaye, 1837",11,2016,2024,"Passeriformes","Turdidae","Zorzal Chiguanco","Chiguanco Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Vanellus resplendens","Vanellus resplendens (Tschudi, 1843)",11,2024,2024,"Charadriiformes","Charadriidae","Avefría Andina","Andean Lapwing","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Tringa melanoleuca","Tringa melanoleuca (J.F.Gmelin, 1789)",5,2016,2023,"Charadriiformes","Scolopacidae","Playero Pata Amarilla Mayor","Greater Yellowlegs","Migratorio","No Amenazada","Casi Amenazada (NT)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Metriopelia ceciliae","Metriopelia ceciliae (R.Lesson, 1845)",4,2016,2023,"Columbiformes","Columbidae","Tortolita Moteada","Bare-faced Ground Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Notiochelidon murina","Orochelidon murina (Cassin, 1853)",2,2016,2016,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Oxyura ferruginea","Oxyura ferruginea (Eyton, 1838)",2,2016,2016,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Phalaropus tricolor","Phalaropus tricolor (Vieillot, 1819)",2,2016,2016,"Charadriiformes","Scolopacidae","Faláropo Tricolor","Wilson's Phalarope","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Podiceps occipitalis","Podiceps occipitalis Garnot, 1826",2,2016,2016,"Podicipediformes","Podicipedidae","Zambullidor Plateado","Silvery Grebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Rollandia rolland","Rollandia rolland (Quoy & Gaimard, 1824)",2,2016,2016,"Podicipediformes","Podicipedidae","Zambullidor Pimpollo","White-tufted Grebe","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Spatula puna","Spatula puna (Tschudi, 1844)",2,2016,2016,"Anseriformes","Anatidae","Pato de la Puna","Puna Teal","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Tringa flavipes","Tringa flavipes (J.F.Gmelin, 1789)",2,2016,2016,"Charadriiformes","Scolopacidae","Playero Pata Amarilla Menor","Lesser Yellowlegs","Migratorio","No Amenazada","Vulnerable (VU)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Zonotrichia capensis","Zonotrichia capensis (P.L.S.Müller, 1776)",2,2016,2016,"Passeriformes","Passerellidae","Gorrión de Collar Rufo","Rufous-collared Sparrow","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Ardea alba","Ardea alba Linnaeus, 1758",1,2016,2016,"Pelecaniformes","Ardeidae","Garza Grande","Great Egret","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Athene cunicularia","Athene cunicularia (Molina, 1782)",1,2016,2016,"Strigiformes","Strigidae","Lechuza Terrestre","Burrowing Owl","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Buteo polyosoma","Geranoaetus polyosoma (Quoy & Gaimard, 1824)",1,2016,2016,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","Apéndice II",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Calidris melanotos","Calidris melanotos (Vieillot, 1819)",1,2016,2016,"Charadriiformes","Scolopacidae","Playero Pectoral","Pectoral Sandpiper","Migratorio","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Chloephaga melanoptera","Oressochen melanopterus (Eyton, 1838)",1,2024,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Falco femoralis","Falco femoralis Temminck, 1822",1,2019,2019,"Falconiformes","Falconidae","Halcón Aplomado","Aplomado Falcon","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Porphyrospiza alaudina","Rhopospina alaudina (Kittlitz, 1833)",1,2016,2016,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Saltator aurantiirostris","Saltator aurantiirostris Vieillot, 1817",1,2016,2016,"Passeriformes","Thraupidae","Saltador de Pico Dorado","Golden-billed Saltator","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Spinus magellanicus","Spinus magellanicus (Vieillot, 1805)",1,2016,2016,"Passeriformes","Fringillidae","Jilguero Encapuchado","Hooded Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Troglodytes musculus","Troglodytes musculus J.F.Naumann, 1823",1,2016,2016,"Passeriformes","Troglodytidae","Cucarachero Común Sureño","Southern House-Wren","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L4544771","Laguna Loocray Huayllacocha","https://ebird.org/hotspot/L4544771/bird-list","Huarocondo","Zenaida auriculata","Zenaida auriculata (Des Murs, 1847)",1,2016,2016,"Columbiformes","Columbidae","Tórtola Orejuda","Eared Dove","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Vultur gryphus","Vultur gryphus Linnaeus, 1758",186,2014,2024,"Cathartiformes","Cathartidae","Cóndor Andino","Andean Condor","Residente","En Peligro (EN)","Vulnerable (VU)","Apéndice I",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Zonotrichia capensis","Zonotrichia capensis (P.L.S.Müller, 1776)",124,2014,2024,"Passeriformes","Passerellidae","Gorrión de Collar Rufo","Rufous-collared Sparrow","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Falco sparverius","Falco sparverius Linnaeus, 1758",117,2014,2024,"Falconiformes","Falconidae","Cernícalo Americano","American Kestrel","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Cranioleuca albicapilla","Cranioleuca albicapilla (Cabanis, 1873)",106,2014,2024,"Passeriformes","Furnariidae","Cola-Espina de Cresta Cremosa","Creamy-crested Spinetail","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Turdus chiguanco","Turdus chiguanco Orbigny & Lafresnaye, 1837",106,2014,2024,"Passeriformes","Turdidae","Zorzal Chiguanco","Chiguanco Thrush","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Ampelion rubrocristatus","Ampelion rubrocristatus (Orbigny & Lafresnaye, 1837)",102,2015,2026,"Passeriformes","Cotingidae","Cotinga de Cresta Roja","Red-crested Cotinga","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Asthenes ottonis","Asthenes ottonis (Berlepsch, 1901)",99,2014,2024,"Passeriformes","Furnariidae","Canastero de Frente Rojiza","Rusty-fronted Canastero","Endémico","No Amenazada","Preocupación Menor (LC)","No CITES",TRUE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Aeronautes andecolus","Aeronautes andecolus (d'Orbigny & Lafresnaye, 1837)",97,2015,2024,"Apodiformes","Apodidae","Vencejo Andino","Andean Swift","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Ochthoeca leucophrys","Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837)",94,2015,2026,"Passeriformes","Tyrannidae","Pitajo de Ceja Blanca","White-browed Chat-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Colaptes rupicola","Colaptes rupicola d'Orbigny, 1840",91,2014,2025,"Piciformes","Picidae","Carpintero Andino","Andean Flicker","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Agriornis montanus","Agriornis montanus (Orbigny & Lafresnaye, 1837)",87,2017,2024,"Passeriformes","Tyrannidae","Arriero de Pico Negro","Black-billed Shrike-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Geranoaetus melanoleucus","Geranoaetus melanoleucus (Vieillot, 1819)",86,2014,2025,"Accipitriformes","Accipitridae","Aguilucho de Pecho Negro","Black-chested Buzzard-Eagle","Residente","No Amenazada","Preocupación Menor (LC)","Apéndice II",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Buteo polyosoma","Geranoaetus polyosoma (Quoy & Gaimard, 1824)",85,2016,2026,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","Apéndice II",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Spinus magellanicus","Spinus magellanicus (Vieillot, 1805)",78,2015,2024,"Passeriformes","Fringillidae","Jilguero Encapuchado","Hooded Siskin","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Knipolegus aterrimus","Knipolegus aterrimus Kaup, 1853",76,2014,2024,"Passeriformes","Tyrannidae","Viudita-Negra de Ala Blanca","White-winged Black-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Catamenia analis","Catamenia analis (d'Orbigny & Lafresnaye, 1837)",74,2014,2024,"Passeriformes","Thraupidae","Semillero de Cola Bandeada","Band-tailed Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Troglodytes musculus","Troglodytes musculus J.F.Naumann, 1823",71,2015,2024,"Passeriformes","Troglodytidae","Cucarachero Común Sureño","Southern House-Wren","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Muscisaxicola rufivertex","Muscisaxicola rufivertex Orbigny & Lafresnaye, 1837",67,2015,2024,"Passeriformes","Tyrannidae","Dormilona de Nuca Rojiza","Rufous-naped Ground-Tyrant","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Catamenia inornata","Catamenia inornata (Lafresnaye, 1847)",64,2017,2024,"Passeriformes","Thraupidae","Semillero Simple","Plain-colored Seedeater","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Notiochelidon murina","Orochelidon murina (Cassin, 1853)",63,2015,2024,NA,NA,NA,NA,NA,"No Amenazada","Preocupación Menor (LC)","No CITES",NA
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Saltator aurantiirostris","Saltator aurantiirostris Vieillot, 1817",63,2015,2026,"Passeriformes","Thraupidae","Saltador de Pico Dorado","Golden-billed Saltator","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
"L5065776","Mirador de Condor","https://ebird.org/hotspot/L5065776/bird-list","Limatambo","Colibri coruscans","Colibri coruscans (Gould, 1846)",60,2014,2024,"Apodiformes","Trochilidae","Oreja-Violeta de Vientre Azul","Sparkling Violetear","Residente","No Amenazada","Preocupación Menor (LC)","No CITES",FALSE
