"nombre_enviado","reino_enviado","usage_key","accepted_usage_key","scientific_name","canonical_name","rank","status","confidence","match_type","kingdom","phylum","class","order","family","genus","species","consulta_utc"
"Gaultheria glomerata","Plantae","4171500",NA,"Gaultheria glomerata (Cav.) Sleumer","Gaultheria glomerata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria glomerata","2026-08-29 23:33:29 UTC"
"Gaultheria myrsinoides","Plantae","4170522",NA,"Gaultheria myrsinoides Kunth","Gaultheria myrsinoides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Gaultheria","Gaultheria myrsinoides","2026-08-29 23:33:29 UTC"
"Gazania × splendens","Plantae","7845652",NA,"Gazania × splendens Hend. & A.A.Hend.","Gazania splendens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gazania","Gazania splendens","2026-08-29 23:46:14 UTC"
"Genista monspessulana","Plantae","5347796",NA,"Genista monspessulana (L.) L.A.S.Johnson","Genista monspessulana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Genista","Genista monspessulana","2026-08-29 23:33:29 UTC"
"Gentiana sedifolia","Plantae","7269933",NA,"Gentiana sedifolia Kunth","Gentiana sedifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Gentiana sedifolia","2026-08-29 23:33:29 UTC"
"Gentianella dolichopoda","Plantae","3842748",NA,"Gentianella dolichopoda (Gilg) J.S.Pringle","Gentianella dolichopoda","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentianella","Gentianella dolichopoda","2026-08-29 23:33:29 UTC"
"Gentianella viridiflora","Plantae","7745524",NA,"Gentianella viridiflora Pfanzelt & Sylvester","Gentianella viridiflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentianella","Gentianella viridiflora","2026-08-29 23:33:29 UTC"
"Gunnera magellanica","Plantae","3723590",NA,"Gunnera magellanica Lam.","Gunnera magellanica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gunnerales","Gunneraceae","Gunnera","Gunnera magellanica","2026-08-29 23:33:29 UTC"
"Gynoxys longifolia","Plantae","3138742",NA,"Gynoxys longifolia Wedd.","Gynoxys longifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Gynoxys","Gynoxys longifolia","2026-08-29 23:33:29 UTC"
"Habenaria eustachya","Plantae","2828554",NA,"Habenaria eustachya Rchb.f.","Habenaria eustachya","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Habenaria","Habenaria eustachya","2026-08-29 23:33:29 UTC"
"Habenaria repens maxillaris","Plantae","2830063",NA,"Habenaria repens var. maxillaris (Lindl.) Garay","Habenaria repens maxillaris","VARIETY","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Habenaria","Habenaria repens","2026-08-29 23:33:29 UTC"
"Hackelia revoluta","Plantae","7294483",NA,"Hackelia revoluta (Ruiz & Pav.) I.M.Johnst.","Hackelia revoluta","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Hackelia","Hackelia revoluta","2026-08-29 23:33:29 UTC"
"Hesperomeles ferruginea","Plantae","7785474",NA,"Hesperomeles ferruginea (Juss. ex Pers.) Benth.","Hesperomeles ferruginea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Hesperomeles","Hesperomeles ferruginea","2026-08-29 23:33:29 UTC"
"Hesperomeles obtusifolia","Plantae","2988522",NA,"Hesperomeles obtusifolia (Pers.) Lindl.","Hesperomeles obtusifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Hesperomeles","Hesperomeles obtusifolia","2026-08-29 23:33:29 UTC"
"Hesperoxiphion pardalis","Plantae","2743241",NA,"Hesperoxiphion pardalis (Ravenna) Ravenna","Hesperoxiphion pardalis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Hesperoxiphion","Hesperoxiphion pardalis","2026-08-29 23:33:29 UTC"
"Hesperoxiphion peruvianum","Plantae","2743235",NA,"Hesperoxiphion peruvianum (Baker) Baker","Hesperoxiphion peruvianum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Hesperoxiphion","Hesperoxiphion peruvianum","2026-08-29 23:33:29 UTC"
"Hippeastrum machupijchense","Plantae","2854540",NA,"Hippeastrum machupijchense (Vargas) D.R.Hunt","Hippeastrum machupijchense","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Hippeastrum","Hippeastrum machupijchense","2026-08-29 23:33:29 UTC"
"Hydrocotyle ranunculoides","Plantae","7978544",NA,"Hydrocotyle ranunculoides L.fil.","Hydrocotyle ranunculoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle","Hydrocotyle ranunculoides","2026-08-29 23:33:29 UTC"
"Hypochaeris meyeniana","Plantae","3093785",NA,"Hypochaeris meyeniana (Walp.) Griseb.","Hypochaeris meyeniana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris meyeniana","2026-08-29 23:33:29 UTC"
"Hypochaeris sessiliflora","Plantae","3093832",NA,"Hypochaeris sessiliflora Kunth","Hypochaeris sessiliflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Hypochaeris","Hypochaeris sessiliflora","2026-08-29 23:33:29 UTC"
"Hypoestes phyllostachya","Plantae","3173196",NA,"Hypoestes phyllostachya Baker","Hypoestes phyllostachya","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Hypoestes","Hypoestes phyllostachya","2026-08-29 23:33:29 UTC"
"Ida grandis","Plantae","7439403",NA,"Ida grandis Fowlie ex Oakeley","Ida grandis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ida","Ida grandis","2026-08-29 23:33:29 UTC"
"Ida heynderycxii","Plantae","7445917",NA,"Ida heynderycxii (<U+00C9>.Morren) A.Ryan & Oakeley","Ida heynderycxii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ida","Ida heynderycxii","2026-08-29 23:33:29 UTC"
"Ida locusta","Plantae","8074520",NA,"Ida locusta (Rchb.f.) A.Ryan & Oakeley","Ida locusta","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Ida","Ida locusta","2026-08-29 23:33:29 UTC"
"Ipomoea cairica","Plantae","2928531",NA,"Ipomoea cairica (L.) Sweet","Ipomoea cairica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea cairica","2026-08-29 23:33:29 UTC"
"Ipomoea pauciflora vargasiana","Plantae","6708889","4927175","Ipomoea pauciflora subsp. vargasiana (O'Donell) McPherson","Ipomoea pauciflora vargasiana","SUBSPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea pauciflora","2026-08-29 23:33:29 UTC"
"Ipomoea purpurea","Plantae","2928576",NA,"Ipomoea purpurea (L.) Roth","Ipomoea purpurea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","Ipomoea purpurea","2026-08-29 23:33:29 UTC"
"Iresine diffusa herbstii","Plantae","3673470",NA,"Iresine diffusa f. herbstii (Hook.) Pedersen","Iresine diffusa herbstii","FORM","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Iresine","Iresine diffusa","2026-08-29 23:33:29 UTC"
"Iris albicans","Plantae","5298598","5298079","Iris albicans Lange","Iris albicans","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris florentina","2026-08-29 23:33:29 UTC"
"Ismene hawkesii","Plantae","5326967",NA,"Ismene hawkesii (Vargas) Gereau & Meerow","Ismene hawkesii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Ismene","Ismene hawkesii","2026-08-29 23:33:29 UTC"
"Jacaranda acutifolia","Plantae","3172500",NA,"Jacaranda acutifolia Humb. & Bonpl.","Jacaranda acutifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda acutifolia","2026-08-29 23:33:29 UTC"
"Jaltomata herrerae","Plantae","3801572",NA,"Jaltomata herrerae (C.V.Morton) Mione","Jaltomata herrerae","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Jaltomata","Jaltomata herrerae","2026-08-29 23:33:29 UTC"
"Jobinia tarmensis","Plantae","7964582",NA,"Jobinia tarmensis (Schltr.) Liede & Meve","Jobinia tarmensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Jobinia","Jobinia tarmensis","2026-08-29 23:33:29 UTC"
"Jungia rugosa","Plantae","5402228",NA,"Jungia rugosa Less.","Jungia rugosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jungia","Jungia rugosa","2026-08-29 23:33:29 UTC"
"Kageneckia lanceolata","Plantae","3016222",NA,"Kageneckia lanceolata Ruiz & Pav.","Kageneckia lanceolata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Kageneckia","Kageneckia lanceolata","2026-08-29 23:33:29 UTC"
"Kalanchoe × houghtonii","Plantae","4199772",NA,"Kalanchoe × houghtonii D.B.Ward","Kalanchoe houghtonii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Kalanchoe","Kalanchoe houghtonii","2026-08-29 23:46:14 UTC"
"Lantana scabiosiflora","Plantae","7297157",NA,"Lantana scabiosiflora Kunth","Lantana scabiosiflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Lantana","Lantana scabiosiflora","2026-08-29 23:33:29 UTC"
"Leonotis nepetifolia","Plantae","4924659",NA,"Leonotis nepetifolia (L.) R.Br.","Leonotis nepetifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Leonotis","Leonotis nepetifolia","2026-08-29 23:33:29 UTC"
"Lepechinia meyenii","Plantae","3888601",NA,"Lepechinia meyenii (Walp.) Epling","Lepechinia meyenii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lepechinia","Lepechinia meyenii","2026-08-29 23:33:29 UTC"
"Lippia antaica","Plantae","4086332",NA,"Lippia antaica Loes. & Moldenke","Lippia antaica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Lippia","Lippia antaica","2026-08-29 23:33:29 UTC"
"Lobivia hertrichiana","Plantae","7284100",NA,"Lobivia hertrichiana Backeb.","Lobivia hertrichiana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lobivia","Lobivia hertrichiana","2026-08-29 23:33:29 UTC"
"Lobivia maximiliana","Plantae","7282538",NA,"Lobivia maximiliana (Heyder ex A.Dietr.) Backeb. ex Rausch","Lobivia maximiliana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lobivia","Lobivia maximiliana","2026-08-29 23:33:29 UTC"
"Lobivia silvestrii","Plantae","3955118","3944596","Lobivia silvestrii (Speg.) G.D.Rowley","Lobivia silvestrii","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Chamaecereus","Chamaecereus silvestrii","2026-08-29 23:33:29 UTC"
"Lycianthes lycioides","Plantae","7299577",NA,"Lycianthes lycioides (L.) Hassl.","Lycianthes lycioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Lycianthes","Lycianthes lycioides","2026-08-29 23:33:29 UTC"
"Lycopodium clavatum","Plantae","2688393",NA,"Lycopodium clavatum L.","Lycopodium clavatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium clavatum","2026-08-29 23:33:29 UTC"
"Lymanbensonia choquequiraensis","Plantae","11153518",NA,"Lymanbensonia choquequiraensis Hoxey","Lymanbensonia choquequiraensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Lymanbensonia","Lymanbensonia choquequiraensis","2026-08-29 23:33:29 UTC"
"Lysimachia arvensis","Plantae","8184903",NA,"Lysimachia arvensis (L.) U.Manns & Anderb.","Lysimachia arvensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia arvensis","2026-08-29 23:33:29 UTC"
"Lysipomia laciniata","Plantae","3166049",NA,"Lysipomia laciniata A.DC.","Lysipomia laciniata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Lysipomia","Lysipomia laciniata","2026-08-29 23:33:29 UTC"
"Lysipomia laciniata laciniata","Plantae","7222055",NA,"Lysipomia laciniata subsp. laciniata","Lysipomia laciniata laciniata","SUBSPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Lysipomia","Lysipomia laciniata","2026-08-29 23:33:29 UTC"
"Maclura tinctoria","Plantae","2984583",NA,"Maclura tinctoria (L.) D.Don ex Steud.","Maclura tinctoria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","Maclura","Maclura tinctoria","2026-08-29 23:33:29 UTC"
"Margyricarpus pinnatus","Plantae","3030248",NA,"Margyricarpus pinnatus (Lam.) Kuntze","Margyricarpus pinnatus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Margyricarpus","Margyricarpus pinnatus","2026-08-29 23:33:29 UTC"
"Masdevallia veitchiana","Plantae","4935158",NA,"Masdevallia veitchiana Rchb.f.","Masdevallia veitchiana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Masdevallia","Masdevallia veitchiana","2026-08-29 23:33:29 UTC"
"Maytenus jelskii","Plantae","3792554",NA,"Maytenus jelskii Szyszyl.","Maytenus jelskii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae","Maytenus","Maytenus jelskii","2026-08-29 23:33:29 UTC"
"Medicago lupulina","Plantae","2965201",NA,"Medicago lupulina L.","Medicago lupulina","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago lupulina","2026-08-29 23:33:29 UTC"
"Medicago polymorpha","Plantae","2965531",NA,"Medicago polymorpha L.","Medicago polymorpha","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago polymorpha","2026-08-29 23:33:29 UTC"
"Medicago sativa","Plantae","9151957",NA,"Medicago sativa L.","Medicago sativa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago sativa","2026-08-29 23:33:29 UTC"
"Melaleuca viminalis","Plantae","5415476","9538669","Melaleuca viminalis (Gaertn.) Byrnes","Melaleuca viminalis","SPECIES","SYNONYM",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Callistemon","Callistemon viminalis","2026-08-29 23:33:29 UTC"
"Melochia leucantha","Plantae","7501186",NA,"Melochia leucantha J.F.Macbr.","Melochia leucantha","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Melochia","Melochia leucantha","2026-08-29 23:33:29 UTC"
"Mentzelia scabra","Plantae","7289741",NA,"Mentzelia scabra Kunth","Mentzelia scabra","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Mentzelia","Mentzelia scabra","2026-08-29 23:33:29 UTC"
"Minthostachys mollis","Plantae","7306778",NA,"Minthostachys mollis (Benth.) Griseb.","Minthostachys mollis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Minthostachys","Minthostachys mollis","2026-08-29 23:33:29 UTC"
"Mirabilis viscosa","Plantae","3700642",NA,"Mirabilis viscosa Cav.","Mirabilis viscosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis viscosa","2026-08-29 23:33:29 UTC"
"Morella pubescens","Plantae","3744993",NA,"Morella pubescens (Humb. & Bonpl. ex Willd.) Wilbur","Morella pubescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella pubescens","2026-08-29 23:33:29 UTC"
"Muehlenbeckia volcanica","Plantae","4038573",NA,"Muehlenbeckia volcanica (Benth.) Endl.","Muehlenbeckia volcanica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Muehlenbeckia","Muehlenbeckia volcanica","2026-08-29 23:33:29 UTC"
"Musa acuminata","Plantae","2762680",NA,"Musa acuminata Colla","Musa acuminata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Zingiberales","Musaceae","Musa","Musa acuminata","2026-08-29 23:33:29 UTC"
"Mutisia cochabambensis","Plantae","3144130",NA,"Mutisia cochabambensis Hieron.","Mutisia cochabambensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mutisia","Mutisia cochabambensis","2026-08-29 23:33:29 UTC"
"Myoxanthus oliviae","Plantae","10845478",NA,"Myoxanthus oliviae Kolan. & Szlach.","Myoxanthus oliviae","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Myoxanthus","Myoxanthus oliviae","2026-08-29 23:33:29 UTC"
"Myoxanthus serripetalus","Plantae","2801885",NA,"Myoxanthus serripetalus (Kraenzl.) Luer","Myoxanthus serripetalus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Myoxanthus","Myoxanthus serripetalus","2026-08-29 23:33:29 UTC"
"Myriopteris microphylla","Plantae","7971606",NA,"Myriopteris microphylla (Sw.) Grusz & Windham","Myriopteris microphylla","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Myriopteris","Myriopteris microphylla","2026-08-29 23:33:29 UTC"
"Myrrhinium atropurpureum","Plantae","3175434",NA,"Myrrhinium atropurpureum Schott","Myrrhinium atropurpureum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Myrrhinium","Myrrhinium atropurpureum","2026-08-29 23:33:29 UTC"
"Nasa poissoniana","Plantae","5646517",NA,"Nasa poissoniana (Urb. & Gilg) Weigend","Nasa poissoniana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Nasa","Nasa poissoniana","2026-08-29 23:33:29 UTC"
"Nasa ranunculifolia macrantha","Plantae","7902978",NA,"Nasa ranunculifolia subsp. macrantha (Urb. & Gilg) Weigend","Nasa ranunculifolia macrantha","SUBSPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Nasa","Nasa ranunculifolia","2026-08-29 23:33:29 UTC"
"Nasa vargasii","Plantae","5646359",NA,"Nasa vargasii (J.F.Macbr) Weigend","Nasa vargasii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cornales","Loasaceae","Nasa","Nasa vargasii","2026-08-29 23:33:29 UTC"
"Nasturtium officinale","Plantae","7701037",NA,"Nasturtium officinale R.Br.","Nasturtium officinale","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium","Nasturtium officinale","2026-08-29 23:33:29 UTC"
"Neobartsia camporum","Plantae","9473463",NA,"Neobartsia camporum (Diels) Uribe-Convers & Tank","Neobartsia camporum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Neobartsia","Neobartsia camporum","2026-08-29 23:33:29 UTC"
"Nertera granadensis","Plantae","2911624",NA,"Nertera granadensis (Mutis ex L.f.) Druce","Nertera granadensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Nertera","Nertera granadensis","2026-08-29 23:33:29 UTC"
"Nicandra physalodes","Plantae","5341754",NA,"Nicandra physalodes (L.) Gaertn.","Nicandra physalodes","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicandra","Nicandra physalodes","2026-08-29 23:33:29 UTC"
"Nicotiana glauca","Plantae","2928783",NA,"Nicotiana glauca Graham","Nicotiana glauca","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana glauca","2026-08-29 23:33:29 UTC"
"Nicotiana paniculata","Plantae","2928760",NA,"Nicotiana paniculata L.","Nicotiana paniculata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana paniculata","2026-08-29 23:33:29 UTC"
"Nicotiana tomentosa","Plantae","2928772",NA,"Nicotiana tomentosa Ruiz & Pav.","Nicotiana tomentosa","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Nicotiana","Nicotiana tomentosa","2026-08-29 23:33:29 UTC"
"Nothoscordum andicola","Plantae","2855567",NA,"Nothoscordum andicola Kunth","Nothoscordum andicola","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Nothoscordum","Nothoscordum andicola","2026-08-29 23:33:29 UTC"
"Oenothera multicaulis","Plantae","3663746",NA,"Oenothera multicaulis Ruiz & Pav.","Oenothera multicaulis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera multicaulis","2026-08-29 23:33:29 UTC"
"Oenothera rosea","Plantae","3188875",NA,"Oenothera rosea Aiton","Oenothera rosea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera rosea","2026-08-29 23:33:29 UTC"
"Oenothera versicolor","Plantae","7914241",NA,"Oenothera versicolor Lehm.","Oenothera versicolor","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Oenothera","Oenothera versicolor","2026-08-29 23:33:29 UTC"
"Oncidium lykaiosii","Plantae","5322259",NA,"Oncidium lykaiosii R.V<U+00E1>squez & Dodson","Oncidium lykaiosii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Oncidium","Oncidium lykaiosii","2026-08-29 23:33:29 UTC"
"Oncidium retusum","Plantae","5321566",NA,"Oncidium retusum Lindl.","Oncidium retusum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Oncidium","Oncidium retusum","2026-08-29 23:33:29 UTC"
"Oncidium weddellii","Plantae","5322007",NA,"Oncidium weddellii Lindl.","Oncidium weddellii","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Oncidium","Oncidium weddellii","2026-08-29 23:33:29 UTC"
"Onoseris albicans","Plantae","3143173",NA,"Onoseris albicans (D.Don) Ferreyra","Onoseris albicans","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Onoseris","Onoseris albicans","2026-08-29 23:33:29 UTC"
"Onoseris gnaphalioides","Plantae","3143140",NA,"Onoseris gnaphalioides Muschl.","Onoseris gnaphalioides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Onoseris","Onoseris gnaphalioides","2026-08-29 23:33:29 UTC"
"Opuntia ficus-indica","Plantae","5384064",NA,"Opuntia ficus-indica (L.) Mill.","Opuntia ficus-indica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia ficus-indica","2026-08-29 23:33:29 UTC"
"Opuntia pubescens","Plantae","5625358",NA,"Opuntia pubescens H.L.Wendl.","Opuntia pubescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","Opuntia","Opuntia pubescens","2026-08-29 23:33:29 UTC"
"Oreocallis grandiflora","Plantae","7287732",NA,"Oreocallis grandiflora (Lam.) R.Br.","Oreocallis grandiflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Proteales","Proteaceae","Oreocallis","Oreocallis grandiflora","2026-08-29 23:33:29 UTC"
"Oreopanax thaumasiophyllus","Plantae","3036735",NA,"Oreopanax thaumasiophyllus Harms","Oreopanax thaumasiophyllus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Araliaceae","Oreopanax","Oreopanax thaumasiophyllus","2026-08-29 23:33:29 UTC"
