"nombre_enviado","reino_enviado","usage_key","accepted_usage_key","scientific_name","canonical_name","rank","status","confidence","match_type","kingdom","phylum","class","order","family","genus","species","consulta_utc"
"Hemiargus hanno","Animalia","1927996",NA,"Hemiargus hanno (Stoll, 1790)","Hemiargus hanno","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Hemiargus","Hemiargus hanno","2026-08-29 23:33:29 UTC"
"Heraclides anchisiades","Animalia","9510031","1937655","Heraclides anchisiades (Esper, 1788)","Heraclides anchisiades","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio anchisiades","2026-08-29 23:33:29 UTC"
"Hippodamia convergens","Animalia","4989894",NA,"Hippodamia convergens Gu<U+00E9>rin-M<U+00E9>neville, 1842","Hippodamia convergens","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia convergens","2026-08-29 23:33:29 UTC"
"Hoplosphyrum griseum","Animalia","7603903",NA,"Hoplosphyrum griseum (Philippi, 1863)","Hoplosphyrum griseum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Orthoptera","Mogoplistidae","Hoplosphyrum","Hoplosphyrum griseum","2026-08-29 23:33:29 UTC"
"Hylephila phyleus","Animalia","5715127",NA,"Hylephila phyleus (Drury, 1773)","Hylephila phyleus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Hylephila","Hylephila phyleus","2026-08-29 23:33:29 UTC"
"Hyles lineata","Animalia","1862841",NA,"Hyles lineata Fabricius, 1775","Hyles lineata","SPECIES","ACCEPTED",99,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyles","Hyles lineata","2026-08-29 23:33:29 UTC"
"Hypanartia bella","Animalia","1894085",NA,"Hypanartia bella Fabricius, 1793","Hypanartia bella","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Hypanartia","Hypanartia bella","2026-08-29 23:33:29 UTC"
"Idiopsar speculifer","Animalia","9513144",NA,"Idiopsar speculifer (d'Orbigny & Lafresnaye, 1837)","Idiopsar speculifer","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Idiopsar","Idiopsar speculifer","2026-08-29 23:33:29 UTC"
"Itylos koa","Animalia","10308668",NA,"Itylos koa","Itylos koa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Itylos","Itylos koa","2026-08-29 23:33:29 UTC"
"Junonia vestina","Animalia","11832697",NA,"Junonia vestina","Junonia vestina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia vestina","2026-08-29 23:33:29 UTC"
"Kleinothraupis atropileus","Animalia","9377161",NA,"Kleinothraupis atropileus (Lafresnaye, 1842)","Kleinothraupis atropileus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Kleinothraupis","Kleinothraupis atropileus","2026-08-29 23:33:29 UTC"
"Knipolegus aterrimus","Animalia","9403898",NA,"Knipolegus aterrimus Kaup, 1853","Knipolegus aterrimus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Knipolegus","Knipolegus aterrimus","2026-08-29 23:33:29 UTC"
"Lafresnaya lafresnayi","Animalia","2476238",NA,"Lafresnaya lafresnayi (Boissonneau, 1840)","Lafresnaya lafresnayi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Lafresnaya","Lafresnaya lafresnayi","2026-08-29 23:33:29 UTC"
"Lagidium viscacia","Animalia","2439834",NA,"Lagidium viscacia (Molina, 1782)","Lagidium viscacia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Rodentia","Chinchillidae","Lagidium","Lagidium viscacia","2026-08-29 23:33:29 UTC"
"Lama glama","Animalia","5220190",NA,"Lama glama (Linnaeus, 1758)","Lama glama","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Lama","Lama glama","2026-08-29 23:33:29 UTC"
"Lama pacos","Animalia","5220189","7515593","Lama pacos (Linnaeus, 1758)","Lama pacos","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Mammalia","Artiodactyla","Camelidae","Vicugna","Vicugna pacos","2026-08-29 23:33:29 UTC"
"Leopardus garleppi","Animalia","2434918",NA,"Leopardus Gray, 1842","Leopardus","GENUS","ACCEPTED",96,"HIGHERRANK","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leopardus",NA,"2026-08-29 23:33:29 UTC"
"Leptophobia aripa","Animalia","1920426",NA,"Leptophobia aripa (Boisduval, 1836)","Leptophobia aripa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Leptophobia","Leptophobia aripa","2026-08-29 23:33:29 UTC"
"Leptotes callanga","Animalia","5140043",NA,"Leptotes callanga (Dyar, 1913)","Leptotes callanga","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes callanga","2026-08-29 23:33:29 UTC"
"Leptotila verreauxi","Animalia","2496060",NA,"Leptotila verreauxi Bonaparte, 1855","Leptotila verreauxi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Leptotila","Leptotila verreauxi","2026-08-29 23:33:29 UTC"
"Lepus europaeus","Animalia","7952072",NA,"Lepus europaeus Pallas, 1778","Lepus europaeus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus europaeus","2026-08-29 23:33:29 UTC"
"Lesbia nuna","Animalia","5228490",NA,"Lesbia nuna (R.Lesson, 1832)","Lesbia nuna","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Lesbia","Lesbia nuna","2026-08-29 23:33:29 UTC"
"Lessonia oreas","Animalia","5229771",NA,"Lessonia oreas (P.L.Sclater & Salvin, 1869)","Lessonia oreas","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Lessonia","Lessonia oreas","2026-08-29 23:33:29 UTC"
"Lieinix nemesis","Animalia","1919173",NA,"Lieinix nemesis (Latreille, 1813)","Lieinix nemesis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Lieinix","Lieinix nemesis","2026-08-29 23:33:29 UTC"
"Linothele uniformis","Animalia","11117823",NA,"Linothele uniformis Drolshagen & B<U+00E4>ckstam, 2021","Linothele uniformis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Arachnida","Araneae","Dipluridae","Linothele","Linothele uniformis","2026-08-29 23:33:29 UTC"
"Lontra longicaudis","Animalia","2433738",NA,"Lontra longicaudis (Olfers, 1818)","Lontra longicaudis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Lontra","Lontra longicaudis","2026-08-29 23:33:29 UTC"
"Lophonetta specularioides","Animalia","2498294",NA,"Lophonetta specularioides (P.P.King, 1828)","Lophonetta specularioides","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Lophonetta","Lophonetta specularioides","2026-08-29 23:33:29 UTC"
"Lycalopex culpaeus","Animalia","2434340",NA,"Lycalopex culpaeus (Molina, 1782)","Lycalopex culpaeus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Carnivora","Canidae","Lycalopex","Lycalopex culpaeus","2026-08-29 23:33:29 UTC"
"Lymanopoda eubagioides","Animalia","1917903",NA,"Lymanopoda eubagioides Butler, 1873","Lymanopoda eubagioides","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lymanopoda","Lymanopoda eubagioides","2026-08-29 23:33:29 UTC"
"Lymanopoda shefteli","Animalia","1917894",NA,"Lymanopoda shefteli Dyar, 1913","Lymanopoda shefteli","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lymanopoda","Lymanopoda shefteli","2026-08-29 23:33:29 UTC"
"Macrohaltica costata","Animalia","4734638",NA,"Macrohaltica Bechyn<U+00E9>, 1957","Macrohaltica","GENUS","ACCEPTED",96,"HIGHERRANK","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Macrohaltica",NA,"2026-08-29 23:33:29 UTC"
"Manduca paphus","Animalia","8233233","1864103","Manduca paphus Herrich-Sch<U+00E4>ffer, 1865","Manduca paphus","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca afflicta","2026-08-29 23:33:29 UTC"
"Mastigodryas boddaerti","Animalia","2456203",NA,"Mastigodryas boddaerti (Sentzen, 1796)","Mastigodryas boddaerti","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Colubridae","Mastigodryas","Mastigodryas boddaerti","2026-08-29 23:33:29 UTC"
"Mecocerculus stictopterus","Animalia","2483838",NA,"Mecocerculus stictopterus (P.L.Sclater, 1859)","Mecocerculus stictopterus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus","Mecocerculus stictopterus","2026-08-29 23:33:29 UTC"
"Megascops koepckeae","Animalia","2497326",NA,"Megascops koepckeae (Hekstra, 1982)","Megascops koepckeae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops koepckeae","2026-08-29 23:33:29 UTC"
"Megascops koepckeae hockingi","Animalia","8962307",NA,"Megascops koepckeae hockingi Fjelds<U+00E5> et al., 2012","Megascops koepckeae hockingi","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Strigiformes","Strigidae","Megascops","Megascops koepckeae","2026-08-29 23:33:29 UTC"
"Melipotis bisinuata","Animalia","1790288","1790230","Melipotis bisinuata Felder, 1874","Melipotis bisinuata","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Melipotis","Melipotis cellaris","2026-08-29 23:33:29 UTC"
"Melipotis trujillensis","Animalia","1790241",NA,"Melipotis trujillensis Dognin, 1912","Melipotis trujillensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Melipotis","Melipotis trujillensis","2026-08-29 23:33:29 UTC"
"Merganetta armata","Animalia","2498275",NA,"Merganetta armata Gould, 1842","Merganetta armata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Merganetta","Merganetta armata","2026-08-29 23:33:29 UTC"
"Mesonychium garleppi","Animalia","1342761",NA,"Mesonychium garleppi (Schrottky, 1910)","Mesonychium garleppi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Mesonychium","Mesonychium garleppi","2026-08-29 23:33:29 UTC"
"Metallura aeneocauda","Animalia","2476880",NA,"Metallura aeneocauda (Gould, 1846)","Metallura aeneocauda","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Metallura","Metallura aeneocauda","2026-08-29 23:33:29 UTC"
"Metallura tyrianthina","Animalia","2476860",NA,"Metallura tyrianthina (Loddiges, 1832)","Metallura tyrianthina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Metallura","Metallura tyrianthina","2026-08-29 23:33:29 UTC"
"Metardaris cosinga","Animalia","1946756",NA,"Metardaris cosinga (Hewitson, 1874)","Metardaris cosinga","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Metardaris","Metardaris cosinga","2026-08-29 23:33:29 UTC"
"Metardaris cosinga cosinga","Animalia","11920922",NA,"Metardaris cosinga cosinga","Metardaris cosinga cosinga","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Metardaris","Metardaris cosinga","2026-08-29 23:33:29 UTC"
"Microspingus trifasciatus","Animalia","9326188",NA,"Microspingus trifasciatus Taczanowski, 1874","Microspingus trifasciatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Microspingus","Microspingus trifasciatus","2026-08-29 23:33:29 UTC"
"Micrurus annellatus","Animalia","9009227",NA,"Micrurus annellatus Peters, 1871","Micrurus annellatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Elapidae","Micrurus","Micrurus annellatus","2026-08-29 23:33:29 UTC"
"Muscisaxicola maculirostris","Animalia","2483709",NA,"Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837","Muscisaxicola maculirostris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Muscisaxicola","Muscisaxicola maculirostris","2026-08-29 23:33:29 UTC"
"Muscisaxicola rufivertex","Animalia","2483721",NA,"Muscisaxicola rufivertex Orbigny & Lafresnaye, 1837","Muscisaxicola rufivertex","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Muscisaxicola","Muscisaxicola rufivertex","2026-08-29 23:33:29 UTC"
"Myioborus melanocephalus","Animalia","2489830",NA,"Myioborus melanocephalus (Tschudi, 1844)","Myioborus melanocephalus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myioborus","Myioborus melanocephalus","2026-08-29 23:33:29 UTC"
"Myiotheretes fumigatus","Animalia","2483329",NA,"Myiotheretes fumigatus (Boissonneau, 1840)","Myiotheretes fumigatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Myiotheretes","Myiotheretes fumigatus","2026-08-29 23:33:29 UTC"
"Myiothlypis luteoviridis","Animalia","7341680",NA,"Myiothlypis luteoviridis (Bonaparte, 1845)","Myiothlypis luteoviridis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Parulidae","Myiothlypis","Myiothlypis luteoviridis","2026-08-29 23:33:29 UTC"
"Nycticorax nycticorax","Animalia","2480863",NA,"Nycticorax nycticorax (Linnaeus, 1758)","Nycticorax nycticorax","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax","2026-08-29 23:33:29 UTC"
"Nystalus chacuru","Animalia","2475192",NA,"Nystalus chacuru (Vieillot, 1816)","Nystalus chacuru","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Piciformes","Bucconidae","Nystalus","Nystalus chacuru","2026-08-29 23:33:29 UTC"
"Nystalus chacuru uncirostris","Animalia","6180283",NA,"Nystalus chacuru uncirostris (Stolzmann, 1926)","Nystalus chacuru uncirostris","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Piciformes","Bucconidae","Nystalus","Nystalus chacuru","2026-08-29 23:33:29 UTC"
"Ochthoeca leucophrys","Animalia","2483165",NA,"Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837)","Ochthoeca leucophrys","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Ochthoeca","Ochthoeca leucophrys","2026-08-29 23:33:29 UTC"
"Ochthoeca oenanthoides","Animalia","2483149",NA,"Ochthoeca oenanthoides (Orbigny & Lafresnaye, 1837)","Ochthoeca oenanthoides","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Ochthoeca","Ochthoeca oenanthoides","2026-08-29 23:33:29 UTC"
"Ochthoeca rufipectoralis","Animalia","2483157",NA,"Ochthoeca rufipectoralis (Orbigny & Lafresnaye, 1837)","Ochthoeca rufipectoralis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Ochthoeca","Ochthoeca rufipectoralis","2026-08-29 23:33:29 UTC"
"Ochthoeca thoracica","Animalia","4845276",NA,"Ochthoeca thoracica Taczanowski, 1874","Ochthoeca thoracica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Ochthoeca","Ochthoeca thoracica","2026-08-29 23:33:29 UTC"
"Odocoileus virginianus peruvianus","Animalia","4262318",NA,"Odocoileus virginianus peruvianus (Gray, 1874)","Odocoileus virginianus peruvianus","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus virginianus","2026-08-29 23:33:29 UTC"
"Oeda informis","Animalia","2024713",NA,"Oeda informis Westwood","Oeda informis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Oeda","Oeda informis","2026-08-29 23:33:29 UTC"
"Oncopeltus zonatus","Animalia","8969173",NA,"Oncopeltus zonatus (Erichson, 1848)","Oncopeltus zonatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Oncopeltus","Oncopeltus zonatus","2026-08-29 23:33:29 UTC"
"Oreonympha nobilis","Animalia","2476332",NA,"Oreonympha nobilis Gould, 1869","Oreonympha nobilis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Oreonympha","Oreonympha nobilis","2026-08-29 23:33:29 UTC"
"Oreotrochilus estella","Animalia","2476686",NA,"Oreotrochilus estella (d'Orbigny, 1838)","Oreotrochilus estella","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Oreotrochilus","Oreotrochilus estella","2026-08-29 23:33:29 UTC"
"Oressinoma sorata","Animalia","10406617","1896876","Oressinoma sorata Salvin, 1868","Oressinoma sorata","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oressinoma","Oressinoma typhla","2026-08-29 23:33:29 UTC"
"Oressochen melanopterus","Animalia","8138522","5232422","Oressochen melanopterus (Eyton, 1838)","Oressochen melanopterus","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chloephaga","Chloephaga melanoptera","2026-08-29 23:33:29 UTC"
"Oxyura ferruginea","Animalia","5232468",NA,"Oxyura ferruginea (Eyton, 1838)","Oxyura ferruginea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura ferruginea","2026-08-29 23:33:29 UTC"
"Panyapedaliodes drymaea","Animalia","1892837",NA,"Panyapedaliodes drymaea (Hewitson, 1858)","Panyapedaliodes drymaea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Panyapedaliodes","Panyapedaliodes drymaea","2026-08-29 23:33:29 UTC"
"Parabuteo leucorrhous","Animalia","7982966","6066303","Parabuteo leucorrhous (Quoy & Gaimard, 1824)","Parabuteo leucorrhous","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Percnohierax","Percnohierax leucorrhous","2026-08-29 23:33:29 UTC"
"Pardirallus sanguinolentus","Animalia","2474715",NA,"Pardirallus sanguinolentus (Swainson, 1838)","Pardirallus sanguinolentus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Gruiformes","Rallidae","Pardirallus","Pardirallus sanguinolentus","2026-08-29 23:33:29 UTC"
"Patagioenas fasciata","Animalia","2495266",NA,"Patagioenas fasciata (Say, 1822)","Patagioenas fasciata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata","2026-08-29 23:33:29 UTC"
"Patagioenas maculosa","Animalia","2495335",NA,"Patagioenas maculosa (Temminck, 1813)","Patagioenas maculosa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas maculosa","2026-08-29 23:33:29 UTC"
"Patagioenas maculosa albipennis","Animalia","6179677",NA,"Patagioenas maculosa albipennis (P.L.Sclater & Salvin, 1876)","Patagioenas maculosa albipennis","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas maculosa","2026-08-29 23:33:29 UTC"
"Patagona gigas","Animalia","2476964",NA,"Patagona gigas (Vieillot, 1824)","Patagona gigas","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Patagona","Patagona gigas","2026-08-29 23:33:29 UTC"
"Pedaliodes palaepolis","Animalia","1898828","1898848","Pedaliodes palaepolis Hewitson, 1878","Pedaliodes palaepolis","SPECIES","SYNONYM",100,"EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pedaliodes","Pedaliodes porina","2026-08-29 23:33:29 UTC"
"Penelope montagnii","Animalia","2482198",NA,"Penelope montagnii (Bonaparte, 1856)","Penelope montagnii","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Galliformes","Cracidae","Penelope","Penelope montagnii","2026-08-29 23:33:29 UTC"
"Peucetia rubrolineata","Animalia","2178571",NA,"Peucetia rubrolineata Keyserling, 1877","Peucetia rubrolineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Arachnida","Araneae","Oxyopidae","Peucetia","Peucetia rubrolineata","2026-08-29 23:33:29 UTC"
"Phacellodomus striaticeps","Animalia","2485133",NA,"Phacellodomus striaticeps (Orbigny & Lafresnaye, 1838)","Phacellodomus striaticeps","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Furnariidae","Phacellodomus","Phacellodomus striaticeps","2026-08-29 23:33:29 UTC"
"Pheucticus aureoventris","Animalia","2490499",NA,"Pheucticus aureoventris (d'Orbigny & Lafresnaye, 1837)","Pheucticus aureoventris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus aureoventris","2026-08-29 23:33:29 UTC"
"Pheucticus aureoventris aureoventris","Animalia","7191756",NA,"Pheucticus aureoventris aureoventris (d'Orbigny & Lafresnaye, 1837)","Pheucticus aureoventris aureoventris","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus aureoventris","2026-08-29 23:33:29 UTC"
"Phoenicopterus chilensis","Animalia","2481110",NA,"Phoenicopterus chilensis Molina, 1782","Phoenicopterus chilensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus chilensis","2026-08-29 23:33:29 UTC"
"Phrygilus punensis","Animalia","5231100",NA,"Phrygilus punensis Ridgway, 1887","Phrygilus punensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Phrygilus","Phrygilus punensis","2026-08-29 23:33:29 UTC"
"Piaya cayana","Animalia","2496432",NA,"Piaya cayana (Linnaeus, 1766)","Piaya cayana","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Piaya","Piaya cayana","2026-08-29 23:33:29 UTC"
"Plegadis ridgwayi","Animalia","2480772",NA,"Plegadis ridgwayi (Allen, 1876)","Plegadis ridgwayi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis ridgwayi","2026-08-29 23:33:29 UTC"
"Pluvialis dominica","Animalia","2480328",NA,"Pluvialis dominica (P.L.S.M<U+00FC>ller, 1776)","Pluvialis dominica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis dominica","2026-08-29 23:33:29 UTC"
"Podiceps occipitalis","Animalia","2482063",NA,"Podiceps occipitalis Garnot, 1826","Podiceps occipitalis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps occipitalis","2026-08-29 23:33:29 UTC"
"Podiceps occipitalis juninensis","Animalia","6066458",NA,"Podiceps occipitalis juninensis von Berlepsch & Stolzmann, 1894","Podiceps occipitalis juninensis","SUBSPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps occipitalis","2026-08-29 23:33:29 UTC"
"Podisus tinctus","Animalia","2079032",NA,"Podisus Herrich-Schaeffer, 1851","Podisus","GENUS","ACCEPTED",95,"HIGHERRANK","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Podisus",NA,"2026-08-29 23:33:29 UTC"
"Polistes xanthogaster","Animalia","1310993",NA,"Polistes xanthogaster Bequard, 1940","Polistes xanthogaster","SPECIES","ACCEPTED",100,"EXACT","Animalia","Arthropoda","Insecta","Hymenoptera","Eumenidae","Polistes","Polistes xanthogaster","2026-08-29 23:33:29 UTC"
"Poospizopsis caesar","Animalia","2491151",NA,"Poospizopsis caesar (P.L.Sclater & Salvin, 1869)","Poospizopsis caesar","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Thraupidae","Poospizopsis","Poospizopsis caesar","2026-08-29 23:33:29 UTC"
"Proctoporus unsaacae","Animalia","2450506",NA,"Proctoporus unsaacae Doan & Castoe, 2003","Proctoporus unsaacae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Squamata",NA,"Gymnophthalmidae","Proctoporus","Proctoporus unsaacae","2026-08-29 23:33:29 UTC"
"Psittacara frontatus","Animalia","9582884","6170468","Psittacara frontatus (Cabanis, 1846)","Psittacara frontatus","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","Aratinga wagleri","2026-08-29 23:33:29 UTC"
"Psittacara mitratus","Animalia","7731984","2479153","Psittacara mitratus (Tschudi, 1844)","Psittacara mitratus","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","Aratinga mitrata","2026-08-29 23:33:29 UTC"
"Pygochelidon cyanoleuca","Animalia","2489207","2489208","Pygochelidon cyanoleuca (Vieillot, 1817)","Pygochelidon cyanoleuca","SPECIES","SYNONYM",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Notiochelidon","Notiochelidon cyanoleuca","2026-08-29 23:33:29 UTC"
"Pyrrhomyias cinnamomeus","Animalia","2483914",NA,"Pyrrhomyias cinnamomeus (Orbigny & Lafresnaye, 1837)","Pyrrhomyias cinnamomeus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Pyrrhomyias","Pyrrhomyias cinnamomeus","2026-08-29 23:33:29 UTC"
